Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Hombres;CANTABRIA;40-44;24.896
Hombres;CANTABRIA;45-49;23.918
Hombres;CANTABRIA;50-54;22.887
Hombres;CANTABRIA;55-59;21.541
Hombres;CANTABRIA;60-64;20.482
Hombres;CANTABRIA;65-69;16.768
Hombres;CANTABRIA;70-74;14.192
Hombres;CANTABRIA;75-79;9.860
Hombres;CANTABRIA;80-84;6.899
Hombres;CANTABRIA;85-89;5.121
Hombres;CANTABRIA;90-94;1.909
Hombres;CANTABRIA;95-99;361
Hombres;CANTABRIA;100 y más;47
Hombres;CASTILLA Y LEÓN;Total;1.178.111
Hombres;CASTILLA Y LEÓN;0-4;40.667
Hombres;CASTILLA Y LEÓN;5-9;49.853
Hombres;CASTILLA Y LEÓN;10-14;53.874
Hombres;CASTILLA Y LEÓN;15-19;52.689
Hombres;CASTILLA Y LEÓN;20-24;52.703
Hombres;CASTILLA Y LEÓN;25-29;55.852
Hombres;CASTILLA Y LEÓN;30-34;61.637
Hombres;CASTILLA Y LEÓN;35-39;74.974
Hombres;CASTILLA Y LEÓN;40-44;90.872
Hombres;CASTILLA Y LEÓN;45-49;93.098
Hombres;CASTILLA Y LEÓN;50-54;95.513
Hombres;CASTILLA Y LEÓN;55-59;95.917
Hombres;CASTILLA Y LEÓN;60-64;88.021
Hombres;CASTILLA Y LEÓN;65-69;72.736
Hombres;CASTILLA Y LEÓN;70-74;63.872
Hombres;CASTILLA Y LEÓN;75-79;51.584
Hombres;CASTILLA Y LEÓN;80-84;37.642
Hombres;CASTILLA Y LEÓN;85-89;30.332
Hombres;CASTILLA Y LEÓN;90-94;12.807
Hombres;CASTILLA Y LEÓN;95-99;3.126
Hombres;CASTILLA Y LEÓN;100 y más;342
Hombres;Ávila;Total;78.822
Hombres;Ávila;0-4;2.581
Hombres;Ávila;5-9;3.374
Hombres;Ávila;10-14;3.683
Hombres;Ávila;15-19;3.571
Hombres;Ávila;20-24;3.664
Hombres;Ávila;25-29;3.782
Hombres;Ávila;30-34;4.040
Hombres;Ávila;35-39;4.637
Hombres;Ávila;40-44;5.810
Hombres;Ávila;45-49;5.902
Hombres;Ávila;50-54;6.169
Hombres;Ávila;55-59;6.669
Hombres;Ávila;60-64;6.017
Hombres;Ávila;65-69;4.859
Hombres;Ávila;70-74;4.317
Hombres;Ávila;75-79;3.469
Hombres;Ávila;80-84;2.717
Hombres;Ávila;85-89;2.288
Hombres;Ávila;90-94;997
Hombres;Ávila;95-99;249
Hombres;Ávila;100 y más;27
Hombres;Burgos;Total;178.535
Hombres;Burgos;0-4;6.672
Hombres;Burgos;5-9;8.243
Hombres;Burgos;10-14;8.586
Hombres;Burgos;15-19;8.218
Hombres;Burgos;20-24;8.128
Hombres;Burgos;25-29;8.508
Hombres;Burgos;30-34;9.521
Hombres;Burgos;35-39;11.460
Hombres;Burgos;40-44;14.172
Hombres;Burgos;45-49;14.383
Hombres;Burgos;50-54;14.489
Hombres;Burgos;55-59;14.137
Hombres;Burgos;60-64;13.100
Hombres;Burgos;65-69;11.075
Hombres;Burgos;70-74;9.439
Hombres;Burgos;75-79;7.260
Hombres;Burgos;80-84;5.014
Hombres;Burgos;85-89;3.988
Hombres;Burgos;90-94;1.689
Hombres;Burgos;95-99;419
Hombres;Burgos;100 y más;34
Hombres;León;Total;221.814
Hombres;León;0-4;7.011
Hombres;León;5-9;8.390
Hombres;León;10-14;9.174
Hombres;León;15-19;9.222
Hombres;León;20-24;9.459
Hombres;León;25-29;10.143
Hombres;León;30-34;11.610
Hombres;León;35-39;14.376
Hombres;León;40-44;16.582
Hombres;León;45-49;17.245
Hombres;León;50-54;18.096
Hombres;León;55-59;18.684
Hombres;León;60-64;17.728
Hombres;León;65-69;14.283
Hombres;León;70-74;12.215
Hombres;León;75-79;9.840
Hombres;León;80-84;7.724
Hombres;León;85-89;6.593
Hombres;León;90-94;2.716
Hombres;León;95-99;631
Hombres;León;100 y más;92
Hombres;Palencia;Total;79.435
Hombres;Palencia;0-4;2.747
Hombres;Palencia;5-9;3.151
Hombres;Palencia;10-14;3.265
Hombres;Palencia;15-19;3.371
Hombres;Palencia;20-24;3.475
Hombres;Palencia;25-29;3.781
Hombres;Palencia;30-34;4.289
Hombres;Palencia;35-39;5.109
Hombres;Palencia;40-44;5.851
Hombres;Palencia;45-49;5.972
Hombres;Palencia;50-54;6.541
Hombres;Palencia;55-59;6.796
Hombres;Palencia;60-64;6.654
Hombres;Palencia;65-69;5.477
Hombres;Palencia;70-74;4.421
Hombres;Palencia;75-79;3.422
Hombres;Palencia;80-84;2.284
Hombres;Palencia;85-89;1.821
Hombres;Palencia;90-94;809
Hombres;Palencia;95-99;187
Hombres;Palencia;100 y más;12
Hombres;Salamanca;Total;159.761
Hombres;Salamanca;0-4;5.315
Hombres;Salamanca;5-9;6.390
Hombres;Salamanca;10-14;7.322
Hombres;Salamanca;15-19;7.215
Hombres;Salamanca;20-24;7.332
Hombres;Salamanca;25-29;7.799
Hombres;Salamanca;30-34;8.503
Hombres;Salamanca;35-39;9.863
Hombres;Salamanca;40-44;11.393
Hombres;Salamanca;45-49;12.127
Hombres;Salamanca;50-54;12.876
Hombres;Salamanca;55-59;13.112
Hombres;Salamanca;60-64;11.737
Hombres;Salamanca;65-69;9.650
Hombres;Salamanca;70-74;8.605
Hombres;Salamanca;75-79;7.547
Hombres;Salamanca;80-84;5.775
Hombres;Salamanca;85-89;4.586
Hombres;Salamanca;90-94;2.019
Hombres;Salamanca;95-99;528
Hombres;Salamanca;100 y más;67
Hombres;Segovia;Total;76.967
Hombres;Segovia;0-4;2.810
Hombres;Segovia;5-9;3.541
Hombres;Segovia;10-14;3.812
Hombres;Segovia;15-19;3.762
Hombres;Segovia;20-24;3.888
Hombres;Segovia;25-29;4.071
Hombres;Segovia;30-34;4.204
Hombres;Segovia;35-39;4.931
Hombres;Segovia;40-44;5.815
Hombres;Segovia;45-49;6.133
Hombres;Segovia;50-54;6.381
Hombres;Segovia;55-59;6.358
Hombres;Segovia;60-64;5.537
Hombres;Segovia;65-69;4.215
Hombres;Segovia;70-74;3.556
Hombres;Segovia;75-79;2.829
Hombres;Segovia;80-84;2.200
Hombres;Segovia;85-89;1.884
Hombres;Segovia;90-94;809
Hombres;Segovia;95-99;212
Hombres;Segovia;100 y más;19
Hombres;Soria;Total;44.922
Hombres;Soria;0-4;1.654
Hombres;Soria;5-9;1.834
Hombres;Soria;10-14;2.054
Hombres;Soria;15-19;2.089
Hombres;Soria;20-24;2.126
Hombres;Soria;25-29;2.186
Hombres;Soria;30-34;2.408
Hombres;Soria;35-39;2.712
Hombres;Soria;40-44;3.236
Hombres;Soria;45-49;3.412
Hombres;Soria;50-54;3.721
Hombres;Soria;55-59;3.791
Hombres;Soria;60-64;3.235
Hombres;Soria;65-69;2.583
Hombres;Soria;70-74;2.272
Hombres;Soria;75-79;1.960
Hombres;Soria;80-84;1.476
Hombres;Soria;85-89;1.321
Hombres;Soria;90-94;652
Hombres;Soria;95-99;178
Hombres;Soria;100 y más;22
Hombres;Valladolid;Total;253.488
Hombres;Valladolid;0-4;9.566
Hombres;Valladolid;5-9;12.120
Hombres;Valladolid;10-14;12.950
Hombres;Valladolid;15-19;12.009
Hombres;Valladolid;20-24;11.142
Hombres;Valladolid;25-29;11.834
Hombres;Valladolid;30-34;12.902
Hombres;Valladolid;35-39;16.798
Hombres;Valladolid;40-44;22.044
Hombres;Valladolid;45-49;21.906
Hombres;Valladolid;50-54;20.617
Hombres;Valladolid;55-59;19.045
Hombres;Valladolid;60-64;17.233
Hombres;Valladolid;65-69;14.844
Hombres;Valladolid;70-74;13.841
Hombres;Valladolid;75-79;10.702
Hombres;Valladolid;80-84;6.917
Hombres;Valladolid;85-89;4.765
Hombres;Valladolid;90-94;1.816
Hombres;Valladolid;95-99;409
Hombres;Valladolid;100 y más;28
Hombres;Zamora;Total;84.367
Hombres;Zamora;0-4;2.311
Hombres;Zamora;5-9;2.810
Hombres;Zamora;10-14;3.028
Hombres;Zamora;15-19;3.232
Hombres;Zamora;20-24;3.489
Hombres;Zamora;25-29;3.748
Hombres;Zamora;30-34;4.160
Hombres;Zamora;35-39;5.088
Hombres;Zamora;40-44;5.969
Hombres;Zamora;45-49;6.018
Hombres;Zamora;50-54;6.623
Hombres;Zamora;55-59;7.325
Hombres;Zamora;60-64;6.780
Hombres;Zamora;65-69;5.750
Hombres;Zamora;70-74;5.206
Hombres;Zamora;75-79;4.555
Hombres;Zamora;80-84;3.535
Hombres;Zamora;85-89;3.086
Hombres;Zamora;90-94;1.300
Hombres;Zamora;95-99;313
Hombres;Zamora;100 y más;41
Hombres;CASTILLA - LA MANCHA;Total;1.023.399
Hombres;CASTILLA - LA MANCHA;0-4;44.317
Hombres;CASTILLA - LA MANCHA;5-9;53.480
Hombres;CASTILLA - LA MANCHA;10-14;58.062
Hombres;CASTILLA - LA MANCHA;15-19;55.357
Hombres;CASTILLA - LA MANCHA;20-24;55.088
Hombres;CASTILLA - LA MANCHA;25-29;57.801
Hombres;CASTILLA - LA MANCHA;30-34;61.896
Hombres;CASTILLA - LA MANCHA;35-39;74.635
Hombres;CASTILLA - LA MANCHA;40-44;86.931
Hombres;CASTILLA - LA MANCHA;45-49;83.404
Hombres;CASTILLA - LA MANCHA;50-54;80.809
Hombres;CASTILLA - LA MANCHA;55-59;75.646
Hombres;CASTILLA - LA MANCHA;60-64;61.904
Hombres;CASTILLA - LA MANCHA;65-69;47.548
Hombres;CASTILLA - LA MANCHA;70-74;40.781
Hombres;CASTILLA - LA MANCHA;75-79;32.936
Hombres;CASTILLA - LA MANCHA;80-84;23.640
Hombres;CASTILLA - LA MANCHA;85-89;19.448
Hombres;CASTILLA - LA MANCHA;90-94;7.870
Hombres;CASTILLA - LA MANCHA;95-99;1.652
Hombres;CASTILLA - LA MANCHA;100 y más;194
Hombres;Albacete;Total;194.001
Hombres;Albacete;0-4;8.210
Hombres;Albacete;5-9;9.707
Hombres;Albacete;10-14;10.405
Hombres;Albacete;15-19;10.339
Hombres;Albacete;20-24;11.067
Hombres;Albacete;25-29;11.470
Hombres;Albacete;30-34;11.810
Hombres;Albacete;35-39;13.603
Hombres;Albacete;40-44;15.937
Hombres;Albacete;45-49;15.640
Hombres;Albacete;50-54;15.622
Hombres;Albacete;55-59;14.867
Hombres;Albacete;60-64;11.764
Hombres;Albacete;65-69;8.972
Hombres;Albacete;70-74;7.835
Hombres;Albacete;75-79;6.589
Hombres;Albacete;80-84;4.833
Hombres;Albacete;85-89;3.577
Hombres;Albacete;90-94;1.445
Hombres;Albacete;95-99;266
Hombres;Albacete;100 y más;43
Hombres;Ciudad Real;Total;244.783
Hombres;Ciudad Real;0-4;10.209
Hombres;Ciudad Real;5-9;11.945
Hombres;Ciudad Real;10-14;13.306
Hombres;Ciudad Real;15-19;12.956
Hombres;Ciudad Real;20-24;13.691
Hombres;Ciudad Real;25-29;14.751
Hombres;Ciudad Real;30-34;15.136
Hombres;Ciudad Real;35-39;17.321
Hombres;Ciudad Real;40-44;19.118
Hombres;Ciudad Real;45-49;18.749
Hombres;Ciudad Real;50-54;19.588
Hombres;Ciudad Real;55-59;19.001
Hombres;Ciudad Real;60-64;15.481
Hombres;Ciudad Real;65-69;11.966
Hombres;Ciudad Real;70-74;10.323
Hombres;Ciudad Real;75-79;8.319
Hombres;Ciudad Real;80-84;5.816
Hombres;Ciudad Real;85-89;4.794
Hombres;Ciudad Real;90-94;1.906
Hombres;Ciudad Real;95-99;370
Hombres;Ciudad Real;100 y más;37
Hombres;Cuenca;Total;98.352
Hombres;Cuenca;0-4;3.437
Hombres;Cuenca;5-9;4.158
Hombres;Cuenca;10-14;4.608
Hombres;Cuenca;15-19;4.876
Hombres;Cuenca;20-24;5.197
Hombres;Cuenca;25-29;5.545
Hombres;Cuenca;30-34;5.875
Hombres;Cuenca;35-39;6.464
Hombres;Cuenca;40-44;7.503
Hombres;Cuenca;45-49;7.441
Hombres;Cuenca;50-54;8.014
Hombres;Cuenca;55-59;8.156
Hombres;Cuenca;60-64;6.570
Hombres;Cuenca;65-69;4.973
Hombres;Cuenca;70-74;4.380
Hombres;Cuenca;75-79;3.936
Hombres;Cuenca;80-84;3.151
Hombres;Cuenca;85-89;2.750
Hombres;Cuenca;90-94;1.079
Hombres;Cuenca;95-99;216
Hombres;Cuenca;100 y más;23
Hombres;Guadalajara;Total;132.831
Hombres;Guadalajara;0-4;6.128
Hombres;Guadalajara;5-9;7.532
Hombres;Guadalajara;10-14;8.153
Hombres;Guadalajara;15-19;7.487
Hombres;Guadalajara;20-24;6.634
Hombres;Guadalajara;25-29;6.941
Hombres;Guadalajara;30-34;7.965
Hombres;Guadalajara;35-39;10.235
Hombres;Guadalajara;40-44;12.653
Hombres;Guadalajara;45-49;12.020
Hombres;Guadalajara;50-54;10.686
Hombres;Guadalajara;55-59;9.327
Hombres;Guadalajara;60-64;7.594
Hombres;Guadalajara;65-69;5.541
Hombres;Guadalajara;70-74;4.638
Hombres;Guadalajara;75-79;3.445
Hombres;Guadalajara;80-84;2.395
Hombres;Guadalajara;85-89;2.151
Hombres;Guadalajara;90-94;1.009
Hombres;Guadalajara;95-99;264
Hombres;Guadalajara;100 y más;33
Hombres;Toledo;Total;353.432
Hombres;Toledo;0-4;16.333
Hombres;Toledo;5-9;20.138
Hombres;Toledo;10-14;21.590
Hombres;Toledo;15-19;19.699
Hombres;Toledo;20-24;18.499
Hombres;Toledo;25-29;19.094
Hombres;Toledo;30-34;21.110
Hombres;Toledo;35-39;27.012
Hombres;Toledo;40-44;31.720
Hombres;Toledo;45-49;29.554
Hombres;Toledo;50-54;26.899
Hombres;Toledo;55-59;24.295
Hombres;Toledo;60-64;20.495
Hombres;Toledo;65-69;16.096
Hombres;Toledo;70-74;13.605
Hombres;Toledo;75-79;10.647
Hombres;Toledo;80-84;7.445
Hombres;Toledo;85-89;6.176
Hombres;Toledo;90-94;2.431
Hombres;Toledo;95-99;536
Hombres;Toledo;100 y más;58
Hombres;CATALUÑA;Total;3.825.977
Hombres;CATALUÑA;0-4;174.393
Hombres;CATALUÑA;5-9;204.651
Hombres;CATALUÑA;10-14;220.736
Hombres;CATALUÑA;15-19;209.382
Hombres;CATALUÑA;20-24;205.208
Hombres;CATALUÑA;25-29;223.912
Hombres;CATALUÑA;30-34;240.312
Hombres;CATALUÑA;35-39;284.018
Hombres;CATALUÑA;40-44;344.049
Hombres;CATALUÑA;45-49;329.272
Hombres;CATALUÑA;50-54;290.715
Hombres;CATALUÑA;55-59;252.604
Hombres;CATALUÑA;60-64;216.473
Hombres;CATALUÑA;65-69;181.098
Hombres;CATALUÑA;70-74;163.297
Hombres;CATALUÑA;75-79;122.886
Hombres;CATALUÑA;80-84;80.104
Hombres;CATALUÑA;85-89;56.815
Hombres;CATALUÑA;90-94;21.325
Hombres;CATALUÑA;95-99;4.271
Hombres;CATALUÑA;100 y más;456
Hombres;Barcelona;Total;2.803.873
Hombres;Barcelona;0-4;127.214
Hombres;Barcelona;5-9;148.921
Hombres;Barcelona;10-14;160.954
Hombres;Barcelona;15-19;153.078
Hombres;Barcelona;20-24;151.034
Hombres;Barcelona;25-29;167.312
Hombres;Barcelona;30-34;180.086
Hombres;Barcelona;35-39;209.619
Hombres;Barcelona;40-44;252.335
Hombres;Barcelona;45-49;242.782
Hombres;Barcelona;50-54;212.255
Hombres;Barcelona;55-59;182.402
Hombres;Barcelona;60-64;156.006
Hombres;Barcelona;65-69;130.375
Hombres;Barcelona;70-74;119.495
Hombres;Barcelona;75-79;90.671
Hombres;Barcelona;80-84;59.482
Hombres;Barcelona;85-89;41.332
Hombres;Barcelona;90-94;15.177
Hombres;Barcelona;95-99;3.039
Hombres;Barcelona;100 y más;304
Hombres;Girona;Total;390.943
Hombres;Girona;0-4;18.633
Hombres;Girona;5-9;21.812
Hombres;Girona;10-14;23.255
Hombres;Girona;15-19;21.913
Hombres;Girona;20-24;21.488
Hombres;Girona;25-29;22.562
Hombres;Girona;30-34;23.270
Hombres;Girona;35-39;28.519
Hombres;Girona;40-44;34.665
Hombres;Girona;45-49;32.802
Hombres;Girona;50-54;29.660
Hombres;Girona;55-59;26.755
Hombres;Girona;60-64;22.890
Hombres;Girona;65-69;19.204
Hombres;Girona;70-74;16.295
Hombres;Girona;75-79;11.780
Hombres;Girona;80-84;7.423
Hombres;Girona;85-89;5.451
Hombres;Girona;90-94;2.107
Hombres;Girona;95-99;397
Hombres;Girona;100 y más;62
Hombres;Lleida;Total;223.146
Hombres;Lleida;0-4;9.773
Hombres;Lleida;5-9;11.532
Hombres;Lleida;10-14;12.225
Hombres;Lleida;15-19;11.708
Hombres;Lleida;20-24;11.887
Hombres;Lleida;25-29;12.411
Hombres;Lleida;30-34;13.313
Hombres;Lleida;35-39;16.225
Hombres;Lleida;40-44;20.123
Hombres;Lleida;45-49;18.984
Hombres;Lleida;50-54;17.702
Hombres;Lleida;55-59;16.012
Hombres;Lleida;60-64;13.450
Hombres;Lleida;65-69;10.892
Hombres;Lleida;70-74;9.090
Hombres;Lleida;75-79;6.922
Hombres;Lleida;80-84;4.764
Hombres;Lleida;85-89;4.089
Hombres;Lleida;90-94;1.661
Hombres;Lleida;95-99;343
Hombres;Lleida;100 y más;40
Hombres;Tarragona;Total;408.015
Hombres;Tarragona;0-4;18.773
Hombres;Tarragona;5-9;22.386
Hombres;Tarragona;10-14;24.302
Hombres;Tarragona;15-19;22.683
Hombres;Tarragona;20-24;20.799
Hombres;Tarragona;25-29;21.627
Hombres;Tarragona;30-34;23.643
Hombres;Tarragona;35-39;29.655
Hombres;Tarragona;40-44;36.926
Hombres;Tarragona;45-49;34.704
Hombres;Tarragona;50-54;31.098
Hombres;Tarragona;55-59;27.435
Hombres;Tarragona;60-64;24.127
Hombres;Tarragona;65-69;20.627
Hombres;Tarragona;70-74;18.417
Hombres;Tarragona;75-79;13.513
Hombres;Tarragona;80-84;8.435
Hombres;Tarragona;85-89;5.943
Hombres;Tarragona;90-94;2.380
Hombres;Tarragona;95-99;492
Hombres;Tarragona;100 y más;50
Hombres;COMUNITAT VALENCIANA;Total;2.490.903
Hombres;COMUNITAT VALENCIANA;0-4;106.778
Hombres;COMUNITAT VALENCIANA;5-9;128.494
Hombres;COMUNITAT VALENCIANA;10-14;142.621
Hombres;COMUNITAT VALENCIANA;15-19;133.528
Hombres;COMUNITAT VALENCIANA;20-24;128.465
Hombres;COMUNITAT VALENCIANA;25-29;135.516
Hombres;COMUNITAT VALENCIANA;30-34;146.285
Hombres;COMUNITAT VALENCIANA;35-39;179.928
Hombres;COMUNITAT VALENCIANA;40-44;221.163
Hombres;COMUNITAT VALENCIANA;45-49;213.317
Hombres;COMUNITAT VALENCIANA;50-54;197.527
Hombres;COMUNITAT VALENCIANA;55-59;176.224
Hombres;COMUNITAT VALENCIANA;60-64;151.163
Hombres;COMUNITAT VALENCIANA;65-69;126.743
Hombres;COMUNITAT VALENCIANA;70-74;112.558
Hombres;COMUNITAT VALENCIANA;75-79;86.657
Hombres;COMUNITAT VALENCIANA;80-84;54.439
Hombres;COMUNITAT VALENCIANA;85-89;34.826
Hombres;COMUNITAT VALENCIANA;90-94;12.110
Hombres;COMUNITAT VALENCIANA;95-99;2.228
Hombres;COMUNITAT VALENCIANA;100 y más;333
Hombres;Alicante/Alacant;Total;931.410
Hombres;Alicante/Alacant;0-4;39.893
Hombres;Alicante/Alacant;5-9;47.170
Hombres;Alicante/Alacant;10-14;52.568
Hombres;Alicante/Alacant;15-19;49.850
Hombres;Alicante/Alacant;20-24;47.876
Hombres;Alicante/Alacant;25-29;50.782
Hombres;Alicante/Alacant;30-34;55.327
Hombres;Alicante/Alacant;35-39;66.634
Hombres;Alicante/Alacant;40-44;79.992
Hombres;Alicante/Alacant;45-49;78.063
Hombres;Alicante/Alacant;50-54;72.318
Hombres;Alicante/Alacant;55-59;66.012
Hombres;Alicante/Alacant;60-64;56.835
Hombres;Alicante/Alacant;65-69;49.611
Hombres;Alicante/Alacant;70-74;45.013
Hombres;Alicante/Alacant;75-79;34.289
Hombres;Alicante/Alacant;80-84;21.144
Hombres;Alicante/Alacant;85-89;12.780
Hombres;Alicante/Alacant;90-94;4.302
Hombres;Alicante/Alacant;95-99;804
Hombres;Alicante/Alacant;100 y más;147
Hombres;Castellón/Castelló;Total;290.798
Hombres;Castellón/Castelló;0-4;12.817
Hombres;Castellón/Castelló;5-9;15.186
Hombres;Castellón/Castelló;10-14;16.705
Hombres;Castellón/Castelló;15-19;15.320
Hombres;Castellón/Castelló;20-24;14.737
Hombres;Castellón/Castelló;25-29;15.135
Hombres;Castellón/Castelló;30-34;16.560
Hombres;Castellón/Castelló;35-39;20.777
Hombres;Castellón/Castelló;40-44;26.208
Hombres;Castellón/Castelló;45-49;25.043
Hombres;Castellón/Castelló;50-54;23.676
Hombres;Castellón/Castelló;55-59;20.541
Hombres;Castellón/Castelló;60-64;17.681
Hombres;Castellón/Castelló;65-69;14.450
Hombres;Castellón/Castelló;70-74;13.097
Hombres;Castellón/Castelló;75-79;9.920
Hombres;Castellón/Castelló;80-84;6.349
Hombres;Castellón/Castelló;85-89;4.601
Hombres;Castellón/Castelló;90-94;1.642
Hombres;Castellón/Castelló;95-99;315
Hombres;Castellón/Castelló;100 y más;38
Hombres;Valencia/València;Total;1.268.695
Hombres;Valencia/València;0-4;54.068
Hombres;Valencia/València;5-9;66.138
Hombres;Valencia/València;10-14;73.348
Hombres;Valencia/València;15-19;68.358
Hombres;Valencia/València;20-24;65.852
Hombres;Valencia/València;25-29;69.599
Hombres;Valencia/València;30-34;74.398
Hombres;Valencia/València;35-39;92.517
Hombres;Valencia/València;40-44;114.963
Hombres;Valencia/València;45-49;110.211
Hombres;Valencia/València;50-54;101.533
Hombres;Valencia/València;55-59;89.671
Hombres;Valencia/València;60-64;76.647
Hombres;Valencia/València;65-69;62.682
Hombres;Valencia/València;70-74;54.448
Hombres;Valencia/València;75-79;42.448
Hombres;Valencia/València;80-84;26.946
Hombres;Valencia/València;85-89;17.445
Hombres;Valencia/València;90-94;6.166
Hombres;Valencia/València;95-99;1.109
Hombres;Valencia/València;100 y más;148
Hombres;EXTREMADURA;Total;526.101
Hombres;EXTREMADURA;0-4;20.968
Hombres;EXTREMADURA;5-9;24.644
Hombres;EXTREMADURA;10-14;27.413
Hombres;EXTREMADURA;15-19;27.034
Hombres;EXTREMADURA;20-24;27.973
Hombres;EXTREMADURA;25-29;30.130
Hombres;EXTREMADURA;30-34;32.435
Hombres;EXTREMADURA;35-39;35.789
Hombres;EXTREMADURA;40-44;39.551
Hombres;EXTREMADURA;45-49;41.000
Hombres;EXTREMADURA;50-54;42.507
Hombres;EXTREMADURA;55-59;42.866
Hombres;EXTREMADURA;60-64;35.539
Hombres;EXTREMADURA;65-69;27.880
Hombres;EXTREMADURA;70-74;23.401
Hombres;EXTREMADURA;75-79;18.604
Hombres;EXTREMADURA;80-84;13.719
Hombres;EXTREMADURA;85-89;10.125
Hombres;EXTREMADURA;90-94;3.680
Hombres;EXTREMADURA;95-99;747
Hombres;EXTREMADURA;100 y más;96
Hombres;Badajoz;Total;332.182
Hombres;Badajoz;0-4;14.310
Hombres;Badajoz;5-9;16.441
Hombres;Badajoz;10-14;18.076
Hombres;Badajoz;15-19;17.583
Hombres;Badajoz;20-24;18.269
Hombres;Badajoz;25-29;19.837
Hombres;Badajoz;30-34;21.119
Hombres;Badajoz;35-39;23.006
Hombres;Badajoz;40-44;25.406
Hombres;Badajoz;45-49;26.291
Hombres;Badajoz;50-54;26.494
Hombres;Badajoz;55-59;26.106
Hombres;Badajoz;60-64;21.241
Hombres;Badajoz;65-69;16.590
Hombres;Badajoz;70-74;14.370
Hombres;Badajoz;75-79;11.131
Hombres;Badajoz;80-84;7.926
Hombres;Badajoz;85-89;5.576
Hombres;Badajoz;90-94;2.021
Hombres;Badajoz;95-99;359
Hombres;Badajoz;100 y más;30
Hombres;Cáceres;Total;193.919
Hombres;Cáceres;0-4;6.658
Hombres;Cáceres;5-9;8.203
Hombres;Cáceres;10-14;9.337
Hombres;Cáceres;15-19;9.451
Hombres;Cáceres;20-24;9.704
Hombres;Cáceres;25-29;10.293
Hombres;Cáceres;30-34;11.316
Hombres;Cáceres;35-39;12.783
Hombres;Cáceres;40-44;14.145
Hombres;Cáceres;45-49;14.709
Hombres;Cáceres;50-54;16.013
Hombres;Cáceres;55-59;16.760
Hombres;Cáceres;60-64;14.298
Hombres;Cáceres;65-69;11.290
Hombres;Cáceres;70-74;9.031
Hombres;Cáceres;75-79;7.473
Hombres;Cáceres;80-84;5.793
Hombres;Cáceres;85-89;4.549
Hombres;Cáceres;90-94;1.659
Hombres;Cáceres;95-99;388
Hombres;Cáceres;100 y más;66
Hombres;GALICIA;Total;1.299.371
Hombres;GALICIA;0-4;46.971
Hombres;GALICIA;5-9;55.888
Hombres;GALICIA;10-14;59.937
Hombres;GALICIA;15-19;57.071
Hombres;GALICIA;20-24;55.464
Hombres;GALICIA;25-29;62.042
Hombres;GALICIA;30-34;70.616
Hombres;GALICIA;35-39;91.267
Hombres;GALICIA;40-44;112.025
Hombres;GALICIA;45-49;108.295
Hombres;GALICIA;50-54;102.320
Hombres;GALICIA;55-59;95.656
Hombres;GALICIA;60-64;88.104
Hombres;GALICIA;65-69;77.831
Hombres;GALICIA;70-74;73.444
Hombres;GALICIA;75-79;57.368
Hombres;GALICIA;80-84;41.051
Hombres;GALICIA;85-89;30.004
Hombres;GALICIA;90-94;11.179
Hombres;GALICIA;95-99;2.418
Hombres;GALICIA;100 y más;420
Hombres;Coruña, A;Total;537.703
Hombres;Coruña, A;0-4;20.100
Hombres;Coruña, A;5-9;23.780
Hombres;Coruña, A;10-14;25.247
Hombres;Coruña, A;15-19;23.592
Hombres;Coruña, A;20-24;22.685
Hombres;Coruña, A;25-29;25.163
Hombres;Coruña, A;30-34;29.234
Hombres;Coruña, A;35-39;38.430
Hombres;Coruña, A;40-44;47.236
Hombres;Coruña, A;45-49;45.573
Hombres;Coruña, A;50-54;42.232
Hombres;Coruña, A;55-59;39.794
Hombres;Coruña, A;60-64;36.300
Hombres;Coruña, A;65-69;31.913
Hombres;Coruña, A;70-74;30.084
Hombres;Coruña, A;75-79;23.406
Hombres;Coruña, A;80-84;16.360
Hombres;Coruña, A;85-89;11.568
Hombres;Coruña, A;90-94;4.096
Hombres;Coruña, A;95-99;805
Hombres;Coruña, A;100 y más;105
Hombres;Lugo;Total;158.813
Hombres;Lugo;0-4;5.201
Hombres;Lugo;5-9;5.740
Hombres;Lugo;10-14;5.886
Hombres;Lugo;15-19;5.817
Hombres;Lugo;20-24;6.153
Hombres;Lugo;25-29;7.260
Hombres;Lugo;30-34;8.603
Hombres;Lugo;35-39;10.710
Hombres;Lugo;40-44;12.264
Hombres;Lugo;45-49;11.953
Hombres;Lugo;50-54;12.318
Hombres;Lugo;55-59;12.662
Hombres;Lugo;60-64;11.990
Hombres;Lugo;65-69;10.504
Hombres;Lugo;70-74;9.327
Hombres;Lugo;75-79;7.941
Hombres;Lugo;80-84;6.499
Hombres;Lugo;85-89;5.151
Hombres;Lugo;90-94;2.268
Hombres;Lugo;95-99;487
Hombres;Lugo;100 y más;79
Hombres;Ourense;Total;147.010
Hombres;Ourense;0-4;4.423
Hombres;Ourense;5-9;5.314
Hombres;Ourense;10-14;5.671
Hombres;Ourense;15-19;5.594
Hombres;Ourense;20-24;5.830
Hombres;Ourense;25-29;6.712
Hombres;Ourense;30-34;7.475
Hombres;Ourense;35-39;9.245
Hombres;Ourense;40-44;11.077
Hombres;Ourense;45-49;10.989
Hombres;Ourense;50-54;11.183
Hombres;Ourense;55-59;11.029
Hombres;Ourense;60-64;10.569
