Sexo;Comunidades y ciudades autónomas;Edad (año a año);Total
Mujer;Comunitat Valenciana;87 años;943
Mujer;Comunitat Valenciana;88 años;798
Mujer;Comunitat Valenciana;89 años;733
Mujer;Comunitat Valenciana;90 años;627
Mujer;Comunitat Valenciana;91 años;429
Mujer;Comunitat Valenciana;92 años;470
Mujer;Comunitat Valenciana;93 años;351
Mujer;Comunitat Valenciana;94 años;226
Mujer;Comunitat Valenciana;95 años;216
Mujer;Comunitat Valenciana;96 años;205
Mujer;Comunitat Valenciana;97 años;139
Mujer;Comunitat Valenciana;98 años;70
Mujer;Comunitat Valenciana;99 años;53
Mujer;Comunitat Valenciana;100 y más años;114
Mujer;Extremadura;Total;6.857
Mujer;Extremadura;0 años;..
Mujer;Extremadura;1 año;..
Mujer;Extremadura;2 años;..
Mujer;Extremadura;3 años;..
Mujer;Extremadura;4 años;..
Mujer;Extremadura;5 años;1
Mujer;Extremadura;6 años;..
Mujer;Extremadura;7 años;..
Mujer;Extremadura;8 años;..
Mujer;Extremadura;9 años;..
Mujer;Extremadura;10 años;..
Mujer;Extremadura;11 años;..
Mujer;Extremadura;12 años;1
Mujer;Extremadura;13 años;..
Mujer;Extremadura;14 años;..
Mujer;Extremadura;15 años;1
Mujer;Extremadura;16 años;2
Mujer;Extremadura;17 años;1
Mujer;Extremadura;18 años;3
Mujer;Extremadura;19 años;1
Mujer;Extremadura;20 años;3
Mujer;Extremadura;21 años;10
Mujer;Extremadura;22 años;10
Mujer;Extremadura;23 años;8
Mujer;Extremadura;24 años;7
Mujer;Extremadura;25 años;31
Mujer;Extremadura;26 años;10
Mujer;Extremadura;27 años;9
Mujer;Extremadura;28 años;6
Mujer;Extremadura;29 años;10
Mujer;Extremadura;30 años;18
Mujer;Extremadura;31 años;8
Mujer;Extremadura;32 años;14
Mujer;Extremadura;33 años;34
Mujer;Extremadura;34 años;16
Mujer;Extremadura;35 años;10
Mujer;Extremadura;36 años;35
Mujer;Extremadura;37 años;14
Mujer;Extremadura;38 años;24
Mujer;Extremadura;39 años;17
Mujer;Extremadura;40 años;30
Mujer;Extremadura;41 años;16
Mujer;Extremadura;42 años;31
Mujer;Extremadura;43 años;39
Mujer;Extremadura;44 años;47
Mujer;Extremadura;45 años;29
Mujer;Extremadura;46 años;10
Mujer;Extremadura;47 años;20
Mujer;Extremadura;48 años;57
Mujer;Extremadura;49 años;17
Mujer;Extremadura;50 años;15
Mujer;Extremadura;51 años;43
Mujer;Extremadura;52 años;21
Mujer;Extremadura;53 años;35
Mujer;Extremadura;54 años;15
Mujer;Extremadura;55 años;28
Mujer;Extremadura;56 años;20
Mujer;Extremadura;57 años;12
Mujer;Extremadura;58 años;20
Mujer;Extremadura;59 años;29
Mujer;Extremadura;60 años;18
Mujer;Extremadura;61 años;24
Mujer;Extremadura;62 años;44
Mujer;Extremadura;63 años;38
Mujer;Extremadura;64 años;26
Mujer;Extremadura;65 años;41
Mujer;Extremadura;66 años;53
Mujer;Extremadura;67 años;82
Mujer;Extremadura;68 años;60
Mujer;Extremadura;69 años;42
Mujer;Extremadura;70 años;59
Mujer;Extremadura;71 años;104
Mujer;Extremadura;72 años;58
Mujer;Extremadura;73 años;76
Mujer;Extremadura;74 años;76
Mujer;Extremadura;75 años;112
Mujer;Extremadura;76 años;139
Mujer;Extremadura;77 años;108
Mujer;Extremadura;78 años;143
Mujer;Extremadura;79 años;273
Mujer;Extremadura;80 años;263
Mujer;Extremadura;81 años;296
Mujer;Extremadura;82 años;300
Mujer;Extremadura;83 años;341
Mujer;Extremadura;84 años;317
Mujer;Extremadura;85 años;376
Mujer;Extremadura;86 años;393
Mujer;Extremadura;87 años;407
Mujer;Extremadura;88 años;353
Mujer;Extremadura;89 años;286
Mujer;Extremadura;90 años;288
Mujer;Extremadura;91 años;178
Mujer;Extremadura;92 años;147
Mujer;Extremadura;93 años;140
Mujer;Extremadura;94 años;88
Mujer;Extremadura;95 años;71
Mujer;Extremadura;96 años;55
Mujer;Extremadura;97 años;45
Mujer;Extremadura;98 años;19
Mujer;Extremadura;99 años;18
Mujer;Extremadura;100 y más años;63
Mujer;Galicia;Total;12.053
Mujer;Galicia;0 años;3
Mujer;Galicia;1 año;8
Mujer;Galicia;2 años;1
Mujer;Galicia;3 años;1
Mujer;Galicia;4 años;3
Mujer;Galicia;5 años;11
Mujer;Galicia;6 años;6
Mujer;Galicia;7 años;5
Mujer;Galicia;8 años;6
Mujer;Galicia;9 años;4
Mujer;Galicia;10 años;4
Mujer;Galicia;11 años;4
Mujer;Galicia;12 años;8
Mujer;Galicia;13 años;9
Mujer;Galicia;14 años;9
Mujer;Galicia;15 años;11
Mujer;Galicia;16 años;11
Mujer;Galicia;17 años;6
Mujer;Galicia;18 años;6
Mujer;Galicia;19 años;5
Mujer;Galicia;20 años;1
Mujer;Galicia;21 años;5
Mujer;Galicia;22 años;18
Mujer;Galicia;23 años;18
Mujer;Galicia;24 años;19
Mujer;Galicia;25 años;34
Mujer;Galicia;26 años;21
Mujer;Galicia;27 años;16
Mujer;Galicia;28 años;20
Mujer;Galicia;29 años;13
Mujer;Galicia;30 años;52
Mujer;Galicia;31 años;23
Mujer;Galicia;32 años;30
Mujer;Galicia;33 años;50
Mujer;Galicia;34 años;18
Mujer;Galicia;35 años;22
Mujer;Galicia;36 años;43
Mujer;Galicia;37 años;77
Mujer;Galicia;38 años;86
Mujer;Galicia;39 años;20
Mujer;Galicia;40 años;40
Mujer;Galicia;41 años;42
Mujer;Galicia;42 años;49
Mujer;Galicia;43 años;33
Mujer;Galicia;44 años;33
Mujer;Galicia;45 años;17
Mujer;Galicia;46 años;34
Mujer;Galicia;47 años;18
Mujer;Galicia;48 años;9
Mujer;Galicia;49 años;88
Mujer;Galicia;50 años;48
Mujer;Galicia;51 años;46
Mujer;Galicia;52 años;22
Mujer;Galicia;53 años;41
Mujer;Galicia;54 años;40
Mujer;Galicia;55 años;33
Mujer;Galicia;56 años;13
Mujer;Galicia;57 años;23
Mujer;Galicia;58 años;40
Mujer;Galicia;59 años;21
Mujer;Galicia;60 años;53
Mujer;Galicia;61 años;76
Mujer;Galicia;62 años;93
Mujer;Galicia;63 años;65
Mujer;Galicia;64 años;51
Mujer;Galicia;65 años;57
Mujer;Galicia;66 años;64
Mujer;Galicia;67 años;147
Mujer;Galicia;68 años;94
Mujer;Galicia;69 años;83
Mujer;Galicia;70 años;150
Mujer;Galicia;71 años;146
Mujer;Galicia;72 años;144
Mujer;Galicia;73 años;154
Mujer;Galicia;74 años;210
Mujer;Galicia;75 años;223
Mujer;Galicia;76 años;271
Mujer;Galicia;77 años;311
Mujer;Galicia;78 años;312
Mujer;Galicia;79 años;332
Mujer;Galicia;80 años;410
Mujer;Galicia;81 años;459
Mujer;Galicia;82 años;500
Mujer;Galicia;83 años;579
Mujer;Galicia;84 años;576
Mujer;Galicia;85 años;519
Mujer;Galicia;86 años;452
Mujer;Galicia;87 años;645
Mujer;Galicia;88 años;503
Mujer;Galicia;89 años;539
Mujer;Galicia;90 años;404
Mujer;Galicia;91 años;442
Mujer;Galicia;92 años;354
Mujer;Galicia;93 años;292
Mujer;Galicia;94 años;190
Mujer;Galicia;95 años;219
Mujer;Galicia;96 años;156
Mujer;Galicia;97 años;126
Mujer;Galicia;98 años;80
Mujer;Galicia;99 años;54
Mujer;Galicia;100 y más años;120
Mujer;Madrid, Comunidad de;Total;35.444
Mujer;Madrid, Comunidad de;0 años;3
Mujer;Madrid, Comunidad de;1 año;18
Mujer;Madrid, Comunidad de;2 años;8
Mujer;Madrid, Comunidad de;3 años;5
Mujer;Madrid, Comunidad de;4 años;9
Mujer;Madrid, Comunidad de;5 años;7
Mujer;Madrid, Comunidad de;6 años;5
Mujer;Madrid, Comunidad de;7 años;10
Mujer;Madrid, Comunidad de;8 años;7
Mujer;Madrid, Comunidad de;9 años;19
Mujer;Madrid, Comunidad de;10 años;8
Mujer;Madrid, Comunidad de;11 años;16
Mujer;Madrid, Comunidad de;12 años;17
Mujer;Madrid, Comunidad de;13 años;12
Mujer;Madrid, Comunidad de;14 años;27
Mujer;Madrid, Comunidad de;15 años;25
Mujer;Madrid, Comunidad de;16 años;27
Mujer;Madrid, Comunidad de;17 años;23
Mujer;Madrid, Comunidad de;18 años;16
Mujer;Madrid, Comunidad de;19 años;23
Mujer;Madrid, Comunidad de;20 años;25
Mujer;Madrid, Comunidad de;21 años;51
Mujer;Madrid, Comunidad de;22 años;64
Mujer;Madrid, Comunidad de;23 años;216
Mujer;Madrid, Comunidad de;24 años;210
Mujer;Madrid, Comunidad de;25 años;191
Mujer;Madrid, Comunidad de;26 años;189
Mujer;Madrid, Comunidad de;27 años;196
Mujer;Madrid, Comunidad de;28 años;154
Mujer;Madrid, Comunidad de;29 años;242
Mujer;Madrid, Comunidad de;30 años;135
Mujer;Madrid, Comunidad de;31 años;166
Mujer;Madrid, Comunidad de;32 años;138
Mujer;Madrid, Comunidad de;33 años;152
Mujer;Madrid, Comunidad de;34 años;113
Mujer;Madrid, Comunidad de;35 años;204
Mujer;Madrid, Comunidad de;36 años;85
Mujer;Madrid, Comunidad de;37 años;197
Mujer;Madrid, Comunidad de;38 años;145
Mujer;Madrid, Comunidad de;39 años;179
Mujer;Madrid, Comunidad de;40 años;140
Mujer;Madrid, Comunidad de;41 años;96
Mujer;Madrid, Comunidad de;42 años;64
Mujer;Madrid, Comunidad de;43 años;108
Mujer;Madrid, Comunidad de;44 años;109
Mujer;Madrid, Comunidad de;45 años;110
Mujer;Madrid, Comunidad de;46 años;106
Mujer;Madrid, Comunidad de;47 años;118
Mujer;Madrid, Comunidad de;48 años;111
Mujer;Madrid, Comunidad de;49 años;122
Mujer;Madrid, Comunidad de;50 años;81
Mujer;Madrid, Comunidad de;51 años;69
Mujer;Madrid, Comunidad de;52 años;127
Mujer;Madrid, Comunidad de;53 años;68
Mujer;Madrid, Comunidad de;54 años;73
Mujer;Madrid, Comunidad de;55 años;134
Mujer;Madrid, Comunidad de;56 años;85
Mujer;Madrid, Comunidad de;57 años;66
Mujer;Madrid, Comunidad de;58 años;108
Mujer;Madrid, Comunidad de;59 años;102
Mujer;Madrid, Comunidad de;60 años;118
Mujer;Madrid, Comunidad de;61 años;99
Mujer;Madrid, Comunidad de;62 años;167
Mujer;Madrid, Comunidad de;63 años;135
Mujer;Madrid, Comunidad de;64 años;130
Mujer;Madrid, Comunidad de;65 años;145
Mujer;Madrid, Comunidad de;66 años;114
Mujer;Madrid, Comunidad de;67 años;164
Mujer;Madrid, Comunidad de;68 años;163
Mujer;Madrid, Comunidad de;69 años;132
Mujer;Madrid, Comunidad de;70 años;259
Mujer;Madrid, Comunidad de;71 años;329
Mujer;Madrid, Comunidad de;72 años;289
Mujer;Madrid, Comunidad de;73 años;329
Mujer;Madrid, Comunidad de;74 años;377
Mujer;Madrid, Comunidad de;75 años;629
Mujer;Madrid, Comunidad de;76 años;514
Mujer;Madrid, Comunidad de;77 años;718
Mujer;Madrid, Comunidad de;78 años;752
Mujer;Madrid, Comunidad de;79 años;792
Mujer;Madrid, Comunidad de;80 años;949
Mujer;Madrid, Comunidad de;81 años;1.183
Mujer;Madrid, Comunidad de;82 años;1.281
Mujer;Madrid, Comunidad de;83 años;1.461
Mujer;Madrid, Comunidad de;84 años;1.715
Mujer;Madrid, Comunidad de;85 años;1.748
Mujer;Madrid, Comunidad de;86 años;1.476
Mujer;Madrid, Comunidad de;87 años;1.787
Mujer;Madrid, Comunidad de;88 años;1.915
Mujer;Madrid, Comunidad de;89 años;1.773
Mujer;Madrid, Comunidad de;90 años;1.544
Mujer;Madrid, Comunidad de;91 años;1.523
Mujer;Madrid, Comunidad de;92 años;1.050
Mujer;Madrid, Comunidad de;93 años;815
Mujer;Madrid, Comunidad de;94 años;772
Mujer;Madrid, Comunidad de;95 años;693
Mujer;Madrid, Comunidad de;96 años;653
Mujer;Madrid, Comunidad de;97 años;477
Mujer;Madrid, Comunidad de;98 años;352
Mujer;Madrid, Comunidad de;99 años;206
Mujer;Madrid, Comunidad de;100 y más años;382
Mujer;Murcia, Región de;Total;3.495
Mujer;Murcia, Región de;0 años;8
Mujer;Murcia, Región de;1 año;1
Mujer;Murcia, Región de;2 años;1
Mujer;Murcia, Región de;3 años;..
Mujer;Murcia, Región de;4 años;..
Mujer;Murcia, Región de;5 años;1
Mujer;Murcia, Región de;6 años;1
Mujer;Murcia, Región de;7 años;..
Mujer;Murcia, Región de;8 años;1
Mujer;Murcia, Región de;9 años;3
Mujer;Murcia, Región de;10 años;..
Mujer;Murcia, Región de;11 años;6
Mujer;Murcia, Región de;12 años;5
Mujer;Murcia, Región de;13 años;1
Mujer;Murcia, Región de;14 años;4
Mujer;Murcia, Región de;15 años;10
Mujer;Murcia, Región de;16 años;2
Mujer;Murcia, Región de;17 años;5
Mujer;Murcia, Región de;18 años;2
Mujer;Murcia, Región de;19 años;4
Mujer;Murcia, Región de;20 años;18
Mujer;Murcia, Región de;21 años;2
Mujer;Murcia, Región de;22 años;13
Mujer;Murcia, Región de;23 años;14
Mujer;Murcia, Región de;24 años;9
Mujer;Murcia, Región de;25 años;2
Mujer;Murcia, Región de;26 años;7
Mujer;Murcia, Región de;27 años;6
Mujer;Murcia, Región de;28 años;16
Mujer;Murcia, Región de;29 años;25
Mujer;Murcia, Región de;30 años;22
Mujer;Murcia, Región de;31 años;17
Mujer;Murcia, Región de;32 años;61
Mujer;Murcia, Región de;33 años;25
Mujer;Murcia, Región de;34 años;18
Mujer;Murcia, Región de;35 años;19
Mujer;Murcia, Región de;36 años;20
Mujer;Murcia, Región de;37 años;10
Mujer;Murcia, Región de;38 años;23
Mujer;Murcia, Región de;39 años;40
Mujer;Murcia, Región de;40 años;5
Mujer;Murcia, Región de;41 años;52
Mujer;Murcia, Región de;42 años;22
Mujer;Murcia, Región de;43 años;9
Mujer;Murcia, Región de;44 años;6
Mujer;Murcia, Región de;45 años;8
Mujer;Murcia, Región de;46 años;10
Mujer;Murcia, Región de;47 años;18
Mujer;Murcia, Región de;48 años;26
Mujer;Murcia, Región de;49 años;26
Mujer;Murcia, Región de;50 años;25
Mujer;Murcia, Región de;51 años;11
Mujer;Murcia, Región de;52 años;21
Mujer;Murcia, Región de;53 años;12
Mujer;Murcia, Región de;54 años;14
Mujer;Murcia, Región de;55 años;8
Mujer;Murcia, Región de;56 años;21
Mujer;Murcia, Región de;57 años;16
Mujer;Murcia, Región de;58 años;17
Mujer;Murcia, Región de;59 años;8
Mujer;Murcia, Región de;60 años;10
Mujer;Murcia, Región de;61 años;8
Mujer;Murcia, Región de;62 años;30
Mujer;Murcia, Región de;63 años;16
Mujer;Murcia, Región de;64 años;25
Mujer;Murcia, Región de;65 años;32
Mujer;Murcia, Región de;66 años;5
Mujer;Murcia, Región de;67 años;38
Mujer;Murcia, Región de;68 años;31
Mujer;Murcia, Región de;69 años;29
Mujer;Murcia, Región de;70 años;34
Mujer;Murcia, Región de;71 años;41
Mujer;Murcia, Región de;72 años;17
Mujer;Murcia, Región de;73 años;64
Mujer;Murcia, Región de;74 años;39
Mujer;Murcia, Región de;75 años;61
Mujer;Murcia, Región de;76 años;89
Mujer;Murcia, Región de;77 años;48
Mujer;Murcia, Región de;78 años;105
Mujer;Murcia, Región de;79 años;105
Mujer;Murcia, Región de;80 años;105
Mujer;Murcia, Región de;81 años;121
Mujer;Murcia, Región de;82 años;165
Mujer;Murcia, Región de;83 años;113
Mujer;Murcia, Región de;84 años;171
Mujer;Murcia, Región de;85 años;125
Mujer;Murcia, Región de;86 años;164
Mujer;Murcia, Región de;87 años;161
Mujer;Murcia, Región de;88 años;124
Mujer;Murcia, Región de;89 años;128
Mujer;Murcia, Región de;90 años;137
Mujer;Murcia, Región de;91 años;92
Mujer;Murcia, Región de;92 años;77
Mujer;Murcia, Región de;93 años;31
Mujer;Murcia, Región de;94 años;50
Mujer;Murcia, Región de;95 años;39
Mujer;Murcia, Región de;96 años;26
Mujer;Murcia, Región de;97 años;19
Mujer;Murcia, Región de;98 años;34
Mujer;Murcia, Región de;99 años;6
Mujer;Murcia, Región de;100 y más años;17
Mujer;Navarra, Comunidad Foral de;Total;4.864
Mujer;Navarra, Comunidad Foral de;0 años;..
Mujer;Navarra, Comunidad Foral de;1 año;1
Mujer;Navarra, Comunidad Foral de;2 años;..
Mujer;Navarra, Comunidad Foral de;3 años;..
Mujer;Navarra, Comunidad Foral de;4 años;..
Mujer;Navarra, Comunidad Foral de;5 años;..
Mujer;Navarra, Comunidad Foral de;6 años;..
Mujer;Navarra, Comunidad Foral de;7 años;..
Mujer;Navarra, Comunidad Foral de;8 años;..
Mujer;Navarra, Comunidad Foral de;9 años;..
Mujer;Navarra, Comunidad Foral de;10 años;..
Mujer;Navarra, Comunidad Foral de;11 años;..
Mujer;Navarra, Comunidad Foral de;12 años;2
Mujer;Navarra, Comunidad Foral de;13 años;..
Mujer;Navarra, Comunidad Foral de;14 años;..
Mujer;Navarra, Comunidad Foral de;15 años;..
Mujer;Navarra, Comunidad Foral de;16 años;..
Mujer;Navarra, Comunidad Foral de;17 años;4
Mujer;Navarra, Comunidad Foral de;18 años;9
Mujer;Navarra, Comunidad Foral de;19 años;17
Mujer;Navarra, Comunidad Foral de;20 años;..
Mujer;Navarra, Comunidad Foral de;21 años;3
Mujer;Navarra, Comunidad Foral de;22 años;5
Mujer;Navarra, Comunidad Foral de;23 años;8
Mujer;Navarra, Comunidad Foral de;24 años;8
Mujer;Navarra, Comunidad Foral de;25 años;8
Mujer;Navarra, Comunidad Foral de;26 años;11
Mujer;Navarra, Comunidad Foral de;27 años;7
Mujer;Navarra, Comunidad Foral de;28 años;13
Mujer;Navarra, Comunidad Foral de;29 años;5
Mujer;Navarra, Comunidad Foral de;30 años;6
Mujer;Navarra, Comunidad Foral de;31 años;15
Mujer;Navarra, Comunidad Foral de;32 años;7
Mujer;Navarra, Comunidad Foral de;33 años;16
Mujer;Navarra, Comunidad Foral de;34 años;14
Mujer;Navarra, Comunidad Foral de;35 años;5
Mujer;Navarra, Comunidad Foral de;36 años;13
Mujer;Navarra, Comunidad Foral de;37 años;8
Mujer;Navarra, Comunidad Foral de;38 años;14
Mujer;Navarra, Comunidad Foral de;39 años;12
Mujer;Navarra, Comunidad Foral de;40 años;14
Mujer;Navarra, Comunidad Foral de;41 años;14
Mujer;Navarra, Comunidad Foral de;42 años;12
Mujer;Navarra, Comunidad Foral de;43 años;6
Mujer;Navarra, Comunidad Foral de;44 años;28
Mujer;Navarra, Comunidad Foral de;45 años;13
Mujer;Navarra, Comunidad Foral de;46 años;18
Mujer;Navarra, Comunidad Foral de;47 años;19
Mujer;Navarra, Comunidad Foral de;48 años;1
Mujer;Navarra, Comunidad Foral de;49 años;30
Mujer;Navarra, Comunidad Foral de;50 años;15
Mujer;Navarra, Comunidad Foral de;51 años;22
Mujer;Navarra, Comunidad Foral de;52 años;21
Mujer;Navarra, Comunidad Foral de;53 años;17
Mujer;Navarra, Comunidad Foral de;54 años;15
Mujer;Navarra, Comunidad Foral de;55 años;21
Mujer;Navarra, Comunidad Foral de;56 años;19
Mujer;Navarra, Comunidad Foral de;57 años;7
Mujer;Navarra, Comunidad Foral de;58 años;21
Mujer;Navarra, Comunidad Foral de;59 años;38
Mujer;Navarra, Comunidad Foral de;60 años;23
Mujer;Navarra, Comunidad Foral de;61 años;15
Mujer;Navarra, Comunidad Foral de;62 años;33
Mujer;Navarra, Comunidad Foral de;63 años;36
Mujer;Navarra, Comunidad Foral de;64 años;38
Mujer;Navarra, Comunidad Foral de;65 años;27
Mujer;Navarra, Comunidad Foral de;66 años;39
Mujer;Navarra, Comunidad Foral de;67 años;37
Mujer;Navarra, Comunidad Foral de;68 años;39
Mujer;Navarra, Comunidad Foral de;69 años;29
Mujer;Navarra, Comunidad Foral de;70 años;51
Mujer;Navarra, Comunidad Foral de;71 años;49
Mujer;Navarra, Comunidad Foral de;72 años;40
Mujer;Navarra, Comunidad Foral de;73 años;45
Mujer;Navarra, Comunidad Foral de;74 años;53
Mujer;Navarra, Comunidad Foral de;75 años;49
Mujer;Navarra, Comunidad Foral de;76 años;91
Mujer;Navarra, Comunidad Foral de;77 años;95
Mujer;Navarra, Comunidad Foral de;78 años;171
Mujer;Navarra, Comunidad Foral de;79 años;165
Mujer;Navarra, Comunidad Foral de;80 años;121
Mujer;Navarra, Comunidad Foral de;81 años;154
Mujer;Navarra, Comunidad Foral de;82 años;217
Mujer;Navarra, Comunidad Foral de;83 años;138
Mujer;Navarra, Comunidad Foral de;84 años;272
Mujer;Navarra, Comunidad Foral de;85 años;239
Mujer;Navarra, Comunidad Foral de;86 años;253
Mujer;Navarra, Comunidad Foral de;87 años;217
Mujer;Navarra, Comunidad Foral de;88 años;254
Mujer;Navarra, Comunidad Foral de;89 años;160
Mujer;Navarra, Comunidad Foral de;90 años;151
Mujer;Navarra, Comunidad Foral de;91 años;159
Mujer;Navarra, Comunidad Foral de;92 años;127
Mujer;Navarra, Comunidad Foral de;93 años;180
Mujer;Navarra, Comunidad Foral de;94 años;103
Mujer;Navarra, Comunidad Foral de;95 años;106
Mujer;Navarra, Comunidad Foral de;96 años;54
Mujer;Navarra, Comunidad Foral de;97 años;89
Mujer;Navarra, Comunidad Foral de;98 años;23
Mujer;Navarra, Comunidad Foral de;99 años;43
Mujer;Navarra, Comunidad Foral de;100 y más años;118
Mujer;País Vasco;Total;12.810
Mujer;País Vasco;0 años;..
Mujer;País Vasco;1 año;5
Mujer;País Vasco;2 años;1
Mujer;País Vasco;3 años;6
Mujer;País Vasco;4 años;2
Mujer;País Vasco;5 años;1
Mujer;País Vasco;6 años;5
Mujer;País Vasco;7 años;..
Mujer;País Vasco;8 años;1
Mujer;País Vasco;9 años;..
Mujer;País Vasco;10 años;11
