Sexo;Comunidades y ciudades autónomas;Edad (año a año);Total
Ambos sexos;Cantabria;16 años;..
Ambos sexos;Cantabria;17 años;5
Ambos sexos;Cantabria;18 años;3
Ambos sexos;Cantabria;19 años;..
Ambos sexos;Cantabria;20 años;7
Ambos sexos;Cantabria;21 años;1
Ambos sexos;Cantabria;22 años;10
Ambos sexos;Cantabria;23 años;3
Ambos sexos;Cantabria;24 años;9
Ambos sexos;Cantabria;25 años;24
Ambos sexos;Cantabria;26 años;39
Ambos sexos;Cantabria;27 años;..
Ambos sexos;Cantabria;28 años;33
Ambos sexos;Cantabria;29 años;15
Ambos sexos;Cantabria;30 años;28
Ambos sexos;Cantabria;31 años;36
Ambos sexos;Cantabria;32 años;102
Ambos sexos;Cantabria;33 años;33
Ambos sexos;Cantabria;34 años;17
Ambos sexos;Cantabria;35 años;36
Ambos sexos;Cantabria;36 años;26
Ambos sexos;Cantabria;37 años;45
Ambos sexos;Cantabria;38 años;48
Ambos sexos;Cantabria;39 años;40
Ambos sexos;Cantabria;40 años;53
Ambos sexos;Cantabria;41 años;64
Ambos sexos;Cantabria;42 años;33
Ambos sexos;Cantabria;43 años;22
Ambos sexos;Cantabria;44 años;18
Ambos sexos;Cantabria;45 años;19
Ambos sexos;Cantabria;46 años;26
Ambos sexos;Cantabria;47 años;35
Ambos sexos;Cantabria;48 años;26
Ambos sexos;Cantabria;49 años;40
Ambos sexos;Cantabria;50 años;47
Ambos sexos;Cantabria;51 años;14
Ambos sexos;Cantabria;52 años;60
Ambos sexos;Cantabria;53 años;21
Ambos sexos;Cantabria;54 años;32
Ambos sexos;Cantabria;55 años;33
Ambos sexos;Cantabria;56 años;12
Ambos sexos;Cantabria;57 años;22
Ambos sexos;Cantabria;58 años;5
Ambos sexos;Cantabria;59 años;18
Ambos sexos;Cantabria;60 años;21
Ambos sexos;Cantabria;61 años;48
Ambos sexos;Cantabria;62 años;38
Ambos sexos;Cantabria;63 años;24
Ambos sexos;Cantabria;64 años;12
Ambos sexos;Cantabria;65 años;37
Ambos sexos;Cantabria;66 años;23
Ambos sexos;Cantabria;67 años;27
Ambos sexos;Cantabria;68 años;23
Ambos sexos;Cantabria;69 años;44
Ambos sexos;Cantabria;70 años;34
Ambos sexos;Cantabria;71 años;25
Ambos sexos;Cantabria;72 años;34
Ambos sexos;Cantabria;73 años;58
Ambos sexos;Cantabria;74 años;102
Ambos sexos;Cantabria;75 años;67
Ambos sexos;Cantabria;76 años;81
Ambos sexos;Cantabria;77 años;146
Ambos sexos;Cantabria;78 años;171
Ambos sexos;Cantabria;79 años;114
Ambos sexos;Cantabria;80 años;152
Ambos sexos;Cantabria;81 años;233
Ambos sexos;Cantabria;82 años;230
Ambos sexos;Cantabria;83 años;180
Ambos sexos;Cantabria;84 años;274
Ambos sexos;Cantabria;85 años;259
Ambos sexos;Cantabria;86 años;268
Ambos sexos;Cantabria;87 años;314
Ambos sexos;Cantabria;88 años;209
Ambos sexos;Cantabria;89 años;278
Ambos sexos;Cantabria;90 años;298
Ambos sexos;Cantabria;91 años;118
Ambos sexos;Cantabria;92 años;84
Ambos sexos;Cantabria;93 años;94
Ambos sexos;Cantabria;94 años;100
Ambos sexos;Cantabria;95 años;95
Ambos sexos;Cantabria;96 años;66
Ambos sexos;Cantabria;97 años;100
Ambos sexos;Cantabria;98 años;43
Ambos sexos;Cantabria;99 años;41
Ambos sexos;Cantabria;100 y más años;44
Ambos sexos;Castilla y León;Total;50.935
Ambos sexos;Castilla y León;0 años;4
Ambos sexos;Castilla y León;1 año;8
Ambos sexos;Castilla y León;2 años;..
Ambos sexos;Castilla y León;3 años;9
Ambos sexos;Castilla y León;4 años;5
Ambos sexos;Castilla y León;5 años;1
Ambos sexos;Castilla y León;6 años;..
Ambos sexos;Castilla y León;7 años;..
Ambos sexos;Castilla y León;8 años;1
Ambos sexos;Castilla y León;9 años;..
Ambos sexos;Castilla y León;10 años;5
Ambos sexos;Castilla y León;11 años;8
Ambos sexos;Castilla y León;12 años;3
Ambos sexos;Castilla y León;13 años;4
Ambos sexos;Castilla y León;14 años;15
Ambos sexos;Castilla y León;15 años;15
Ambos sexos;Castilla y León;16 años;11
Ambos sexos;Castilla y León;17 años;23
Ambos sexos;Castilla y León;18 años;60
Ambos sexos;Castilla y León;19 años;57
Ambos sexos;Castilla y León;20 años;128
Ambos sexos;Castilla y León;21 años;393
Ambos sexos;Castilla y León;22 años;364
Ambos sexos;Castilla y León;23 años;281
Ambos sexos;Castilla y León;24 años;314
Ambos sexos;Castilla y León;25 años;474
Ambos sexos;Castilla y León;26 años;284
Ambos sexos;Castilla y León;27 años;368
Ambos sexos;Castilla y León;28 años;466
Ambos sexos;Castilla y León;29 años;405
Ambos sexos;Castilla y León;30 años;643
Ambos sexos;Castilla y León;31 años;464
Ambos sexos;Castilla y León;32 años;509
Ambos sexos;Castilla y León;33 años;507
Ambos sexos;Castilla y León;34 años;444
Ambos sexos;Castilla y León;35 años;409
Ambos sexos;Castilla y León;36 años;384
Ambos sexos;Castilla y León;37 años;464
Ambos sexos;Castilla y León;38 años;491
Ambos sexos;Castilla y León;39 años;452
Ambos sexos;Castilla y León;40 años;396
Ambos sexos;Castilla y León;41 años;446
Ambos sexos;Castilla y León;42 años;334
Ambos sexos;Castilla y León;43 años;272
Ambos sexos;Castilla y León;44 años;362
Ambos sexos;Castilla y León;45 años;280
Ambos sexos;Castilla y León;46 años;323
Ambos sexos;Castilla y León;47 años;202
Ambos sexos;Castilla y León;48 años;197
Ambos sexos;Castilla y León;49 años;183
Ambos sexos;Castilla y León;50 años;321
Ambos sexos;Castilla y León;51 años;197
Ambos sexos;Castilla y León;52 años;307
Ambos sexos;Castilla y León;53 años;233
Ambos sexos;Castilla y León;54 años;271
Ambos sexos;Castilla y León;55 años;296
Ambos sexos;Castilla y León;56 años;267
Ambos sexos;Castilla y León;57 años;321
Ambos sexos;Castilla y León;58 años;245
Ambos sexos;Castilla y León;59 años;267
Ambos sexos;Castilla y León;60 años;270
Ambos sexos;Castilla y León;61 años;260
Ambos sexos;Castilla y León;62 años;333
Ambos sexos;Castilla y León;63 años;364
Ambos sexos;Castilla y León;64 años;297
Ambos sexos;Castilla y León;65 años;234
Ambos sexos;Castilla y León;66 años;229
Ambos sexos;Castilla y León;67 años;430
Ambos sexos;Castilla y León;68 años;397
Ambos sexos;Castilla y León;69 años;382
Ambos sexos;Castilla y León;70 años;458
Ambos sexos;Castilla y León;71 años;440
Ambos sexos;Castilla y León;72 años;374
Ambos sexos;Castilla y León;73 años;503
Ambos sexos;Castilla y León;74 años;569
Ambos sexos;Castilla y León;75 años;721
Ambos sexos;Castilla y León;76 años;755
Ambos sexos;Castilla y León;77 años;876
Ambos sexos;Castilla y León;78 años;1.092
Ambos sexos;Castilla y León;79 años;1.086
Ambos sexos;Castilla y León;80 años;1.131
Ambos sexos;Castilla y León;81 años;1.425
Ambos sexos;Castilla y León;82 años;1.816
Ambos sexos;Castilla y León;83 años;1.596
Ambos sexos;Castilla y León;84 años;1.969
Ambos sexos;Castilla y León;85 años;2.049
Ambos sexos;Castilla y León;86 años;1.804
Ambos sexos;Castilla y León;87 años;2.053
Ambos sexos;Castilla y León;88 años;2.204
Ambos sexos;Castilla y León;89 años;2.069
Ambos sexos;Castilla y León;90 años;1.682
Ambos sexos;Castilla y León;91 años;1.512
Ambos sexos;Castilla y León;92 años;1.157
Ambos sexos;Castilla y León;93 años;1.032
Ambos sexos;Castilla y León;94 años;794
Ambos sexos;Castilla y León;95 años;548
Ambos sexos;Castilla y León;96 años;520
Ambos sexos;Castilla y León;97 años;359
Ambos sexos;Castilla y León;98 años;260
Ambos sexos;Castilla y León;99 años;216
Ambos sexos;Castilla y León;100 y más años;474
Ambos sexos;Castilla - La Mancha;Total;27.793
Ambos sexos;Castilla - La Mancha;0 años;6
Ambos sexos;Castilla - La Mancha;1 año;5
Ambos sexos;Castilla - La Mancha;2 años;2
Ambos sexos;Castilla - La Mancha;3 años;4
Ambos sexos;Castilla - La Mancha;4 años;2
Ambos sexos;Castilla - La Mancha;5 años;2
Ambos sexos;Castilla - La Mancha;6 años;2
Ambos sexos;Castilla - La Mancha;7 años;2
Ambos sexos;Castilla - La Mancha;8 años;6
Ambos sexos;Castilla - La Mancha;9 años;6
Ambos sexos;Castilla - La Mancha;10 años;3
Ambos sexos;Castilla - La Mancha;11 años;..
Ambos sexos;Castilla - La Mancha;12 años;6
Ambos sexos;Castilla - La Mancha;13 años;9
Ambos sexos;Castilla - La Mancha;14 años;14
Ambos sexos;Castilla - La Mancha;15 años;23
Ambos sexos;Castilla - La Mancha;16 años;23
Ambos sexos;Castilla - La Mancha;17 años;16
Ambos sexos;Castilla - La Mancha;18 años;24
Ambos sexos;Castilla - La Mancha;19 años;34
Ambos sexos;Castilla - La Mancha;20 años;11
Ambos sexos;Castilla - La Mancha;21 años;69
Ambos sexos;Castilla - La Mancha;22 años;97
Ambos sexos;Castilla - La Mancha;23 años;66
Ambos sexos;Castilla - La Mancha;24 años;78
Ambos sexos;Castilla - La Mancha;25 años;151
Ambos sexos;Castilla - La Mancha;26 años;112
Ambos sexos;Castilla - La Mancha;27 años;104
Ambos sexos;Castilla - La Mancha;28 años;174
Ambos sexos;Castilla - La Mancha;29 años;134
Ambos sexos;Castilla - La Mancha;30 años;112
Ambos sexos;Castilla - La Mancha;31 años;114
Ambos sexos;Castilla - La Mancha;32 años;182
Ambos sexos;Castilla - La Mancha;33 años;135
Ambos sexos;Castilla - La Mancha;34 años;121
Ambos sexos;Castilla - La Mancha;35 años;161
Ambos sexos;Castilla - La Mancha;36 años;122
Ambos sexos;Castilla - La Mancha;37 años;203
Ambos sexos;Castilla - La Mancha;38 años;62
Ambos sexos;Castilla - La Mancha;39 años;119
Ambos sexos;Castilla - La Mancha;40 años;145
Ambos sexos;Castilla - La Mancha;41 años;85
Ambos sexos;Castilla - La Mancha;42 años;100
Ambos sexos;Castilla - La Mancha;43 años;144
Ambos sexos;Castilla - La Mancha;44 años;206
Ambos sexos;Castilla - La Mancha;45 años;115
Ambos sexos;Castilla - La Mancha;46 años;161
Ambos sexos;Castilla - La Mancha;47 años;98
Ambos sexos;Castilla - La Mancha;48 años;99
Ambos sexos;Castilla - La Mancha;49 años;171
Ambos sexos;Castilla - La Mancha;50 años;208
Ambos sexos;Castilla - La Mancha;51 años;144
Ambos sexos;Castilla - La Mancha;52 años;107
Ambos sexos;Castilla - La Mancha;53 años;209
Ambos sexos;Castilla - La Mancha;54 años;137
Ambos sexos;Castilla - La Mancha;55 años;176
Ambos sexos;Castilla - La Mancha;56 años;129
Ambos sexos;Castilla - La Mancha;57 años;123
Ambos sexos;Castilla - La Mancha;58 años;176
Ambos sexos;Castilla - La Mancha;59 años;121
Ambos sexos;Castilla - La Mancha;60 años;150
Ambos sexos;Castilla - La Mancha;61 años;139
Ambos sexos;Castilla - La Mancha;62 años;205
Ambos sexos;Castilla - La Mancha;63 años;179
Ambos sexos;Castilla - La Mancha;64 años;170
Ambos sexos;Castilla - La Mancha;65 años;217
Ambos sexos;Castilla - La Mancha;66 años;245
Ambos sexos;Castilla - La Mancha;67 años;218
Ambos sexos;Castilla - La Mancha;68 años;243
Ambos sexos;Castilla - La Mancha;69 años;171
Ambos sexos;Castilla - La Mancha;70 años;241
Ambos sexos;Castilla - La Mancha;71 años;369
Ambos sexos;Castilla - La Mancha;72 años;208
Ambos sexos;Castilla - La Mancha;73 años;258
Ambos sexos;Castilla - La Mancha;74 años;336
Ambos sexos;Castilla - La Mancha;75 años;441
Ambos sexos;Castilla - La Mancha;76 años;509
Ambos sexos;Castilla - La Mancha;77 años;665
Ambos sexos;Castilla - La Mancha;78 años;718
Ambos sexos;Castilla - La Mancha;79 años;777
Ambos sexos;Castilla - La Mancha;80 años;845
Ambos sexos;Castilla - La Mancha;81 años;977
Ambos sexos;Castilla - La Mancha;82 años;1.098
Ambos sexos;Castilla - La Mancha;83 años;1.073
Ambos sexos;Castilla - La Mancha;84 años;1.334
Ambos sexos;Castilla - La Mancha;85 años;1.219
Ambos sexos;Castilla - La Mancha;86 años;1.427
Ambos sexos;Castilla - La Mancha;87 años;1.206
Ambos sexos;Castilla - La Mancha;88 años;1.134
Ambos sexos;Castilla - La Mancha;89 años;1.222
Ambos sexos;Castilla - La Mancha;90 años;1.046
Ambos sexos;Castilla - La Mancha;91 años;795
Ambos sexos;Castilla - La Mancha;92 años;536
Ambos sexos;Castilla - La Mancha;93 años;590
Ambos sexos;Castilla - La Mancha;94 años;343
Ambos sexos;Castilla - La Mancha;95 años;332
Ambos sexos;Castilla - La Mancha;96 años;266
Ambos sexos;Castilla - La Mancha;97 años;166
Ambos sexos;Castilla - La Mancha;98 años;117
Ambos sexos;Castilla - La Mancha;99 años;73
Ambos sexos;Castilla - La Mancha;100 y más años;164
Ambos sexos;Cataluña;Total;75.710
Ambos sexos;Cataluña;0 años;29
Ambos sexos;Cataluña;1 año;33
Ambos sexos;Cataluña;2 años;37
Ambos sexos;Cataluña;3 años;31
Ambos sexos;Cataluña;4 años;29
Ambos sexos;Cataluña;5 años;28
Ambos sexos;Cataluña;6 años;48
Ambos sexos;Cataluña;7 años;35
Ambos sexos;Cataluña;8 años;59
Ambos sexos;Cataluña;9 años;60
Ambos sexos;Cataluña;10 años;64
Ambos sexos;Cataluña;11 años;88
Ambos sexos;Cataluña;12 años;79
Ambos sexos;Cataluña;13 años;99
Ambos sexos;Cataluña;14 años;123
Ambos sexos;Cataluña;15 años;135
Ambos sexos;Cataluña;16 años;144
Ambos sexos;Cataluña;17 años;127
Ambos sexos;Cataluña;18 años;250
Ambos sexos;Cataluña;19 años;294
Ambos sexos;Cataluña;20 años;349
Ambos sexos;Cataluña;21 años;224
Ambos sexos;Cataluña;22 años;367
Ambos sexos;Cataluña;23 años;498
Ambos sexos;Cataluña;24 años;456
Ambos sexos;Cataluña;25 años;431
Ambos sexos;Cataluña;26 años;591
Ambos sexos;Cataluña;27 años;781
Ambos sexos;Cataluña;28 años;435
Ambos sexos;Cataluña;29 años;510
Ambos sexos;Cataluña;30 años;670
Ambos sexos;Cataluña;31 años;683
Ambos sexos;Cataluña;32 años;625
Ambos sexos;Cataluña;33 años;693
Ambos sexos;Cataluña;34 años;420
Ambos sexos;Cataluña;35 años;506
Ambos sexos;Cataluña;36 años;475
Ambos sexos;Cataluña;37 años;462
Ambos sexos;Cataluña;38 años;637
Ambos sexos;Cataluña;39 años;649
Ambos sexos;Cataluña;40 años;585
Ambos sexos;Cataluña;41 años;511
Ambos sexos;Cataluña;42 años;559
Ambos sexos;Cataluña;43 años;667
Ambos sexos;Cataluña;44 años;690
Ambos sexos;Cataluña;45 años;680
Ambos sexos;Cataluña;46 años;403
Ambos sexos;Cataluña;47 años;694
Ambos sexos;Cataluña;48 años;471
Ambos sexos;Cataluña;49 años;518
Ambos sexos;Cataluña;50 años;475
Ambos sexos;Cataluña;51 años;420
Ambos sexos;Cataluña;52 años;452
Ambos sexos;Cataluña;53 años;430
Ambos sexos;Cataluña;54 años;319
Ambos sexos;Cataluña;55 años;591
Ambos sexos;Cataluña;56 años;412
Ambos sexos;Cataluña;57 años;422
Ambos sexos;Cataluña;58 años;381
Ambos sexos;Cataluña;59 años;389
Ambos sexos;Cataluña;60 años;350
Ambos sexos;Cataluña;61 años;354
Ambos sexos;Cataluña;62 años;523
Ambos sexos;Cataluña;63 años;479
Ambos sexos;Cataluña;64 años;381
Ambos sexos;Cataluña;65 años;405
Ambos sexos;Cataluña;66 años;552
Ambos sexos;Cataluña;67 años;497
Ambos sexos;Cataluña;68 años;450
Ambos sexos;Cataluña;69 años;556
Ambos sexos;Cataluña;70 años;482
Ambos sexos;Cataluña;71 años;716
Ambos sexos;Cataluña;72 años;490
Ambos sexos;Cataluña;73 años;580
Ambos sexos;Cataluña;74 años;893
Ambos sexos;Cataluña;75 años;1.125
Ambos sexos;Cataluña;76 años;1.189
Ambos sexos;Cataluña;77 años;1.308
Ambos sexos;Cataluña;78 años;1.527
Ambos sexos;Cataluña;79 años;1.532
Ambos sexos;Cataluña;80 años;2.007
Ambos sexos;Cataluña;81 años;2.042
Ambos sexos;Cataluña;82 años;2.438
Ambos sexos;Cataluña;83 años;2.503
Ambos sexos;Cataluña;84 años;2.576
Ambos sexos;Cataluña;85 años;3.077
Ambos sexos;Cataluña;86 años;2.935
Ambos sexos;Cataluña;87 años;3.040
Ambos sexos;Cataluña;88 años;3.022
Ambos sexos;Cataluña;89 años;2.945
Ambos sexos;Cataluña;90 años;2.341
Ambos sexos;Cataluña;91 años;2.231
Ambos sexos;Cataluña;92 años;1.633
Ambos sexos;Cataluña;93 años;1.557
Ambos sexos;Cataluña;94 años;1.237
Ambos sexos;Cataluña;95 años;838
Ambos sexos;Cataluña;96 años;788
Ambos sexos;Cataluña;97 años;546
Ambos sexos;Cataluña;98 años;454
Ambos sexos;Cataluña;99 años;329
Ambos sexos;Cataluña;100 y más años;456
Ambos sexos;Comunitat Valenciana;Total;35.220
Ambos sexos;Comunitat Valenciana;0 años;14
Ambos sexos;Comunitat Valenciana;1 año;5
Ambos sexos;Comunitat Valenciana;2 años;17
Ambos sexos;Comunitat Valenciana;3 años;10
Ambos sexos;Comunitat Valenciana;4 años;6
Ambos sexos;Comunitat Valenciana;5 años;10
Ambos sexos;Comunitat Valenciana;6 años;3
Ambos sexos;Comunitat Valenciana;7 años;5
Ambos sexos;Comunitat Valenciana;8 años;13
Ambos sexos;Comunitat Valenciana;9 años;8
Ambos sexos;Comunitat Valenciana;10 años;11
Ambos sexos;Comunitat Valenciana;11 años;19
Ambos sexos;Comunitat Valenciana;12 años;22
Ambos sexos;Comunitat Valenciana;13 años;27
Ambos sexos;Comunitat Valenciana;14 años;32
Ambos sexos;Comunitat Valenciana;15 años;30
Ambos sexos;Comunitat Valenciana;16 años;27
Ambos sexos;Comunitat Valenciana;17 años;37
Ambos sexos;Comunitat Valenciana;18 años;31
Ambos sexos;Comunitat Valenciana;19 años;64
Ambos sexos;Comunitat Valenciana;20 años;70
Ambos sexos;Comunitat Valenciana;21 años;74
Ambos sexos;Comunitat Valenciana;22 años;263
Ambos sexos;Comunitat Valenciana;23 años;310
Ambos sexos;Comunitat Valenciana;24 años;385
Ambos sexos;Comunitat Valenciana;25 años;96
Ambos sexos;Comunitat Valenciana;26 años;226
Ambos sexos;Comunitat Valenciana;27 años;415
Ambos sexos;Comunitat Valenciana;28 años;416
Ambos sexos;Comunitat Valenciana;29 años;322
Ambos sexos;Comunitat Valenciana;30 años;521
Ambos sexos;Comunitat Valenciana;31 años;440
Ambos sexos;Comunitat Valenciana;32 años;225
Ambos sexos;Comunitat Valenciana;33 años;540
Ambos sexos;Comunitat Valenciana;34 años;422
Ambos sexos;Comunitat Valenciana;35 años;572
Ambos sexos;Comunitat Valenciana;36 años;329
Ambos sexos;Comunitat Valenciana;37 años;505
Ambos sexos;Comunitat Valenciana;38 años;249
Ambos sexos;Comunitat Valenciana;39 años;320
Ambos sexos;Comunitat Valenciana;40 años;363
Ambos sexos;Comunitat Valenciana;41 años;269
Ambos sexos;Comunitat Valenciana;42 años;196
Ambos sexos;Comunitat Valenciana;43 años;282
Ambos sexos;Comunitat Valenciana;44 años;409
Ambos sexos;Comunitat Valenciana;45 años;310
Ambos sexos;Comunitat Valenciana;46 años;211
Ambos sexos;Comunitat Valenciana;47 años;463
Ambos sexos;Comunitat Valenciana;48 años;214
Ambos sexos;Comunitat Valenciana;49 años;185
Ambos sexos;Comunitat Valenciana;50 años;230
Ambos sexos;Comunitat Valenciana;51 años;208
Ambos sexos;Comunitat Valenciana;52 años;228
Ambos sexos;Comunitat Valenciana;53 años;352
Ambos sexos;Comunitat Valenciana;54 años;277
Ambos sexos;Comunitat Valenciana;55 años;279
Ambos sexos;Comunitat Valenciana;56 años;243
Ambos sexos;Comunitat Valenciana;57 años;145
Ambos sexos;Comunitat Valenciana;58 años;202
Ambos sexos;Comunitat Valenciana;59 años;299
Ambos sexos;Comunitat Valenciana;60 años;222
Ambos sexos;Comunitat Valenciana;61 años;179
Ambos sexos;Comunitat Valenciana;62 años;287
Ambos sexos;Comunitat Valenciana;63 años;336
Ambos sexos;Comunitat Valenciana;64 años;219
Ambos sexos;Comunitat Valenciana;65 años;326
Ambos sexos;Comunitat Valenciana;66 años;273
Ambos sexos;Comunitat Valenciana;67 años;325
Ambos sexos;Comunitat Valenciana;68 años;449
Ambos sexos;Comunitat Valenciana;69 años;403
Ambos sexos;Comunitat Valenciana;70 años;341
Ambos sexos;Comunitat Valenciana;71 años;556
Ambos sexos;Comunitat Valenciana;72 años;277
Ambos sexos;Comunitat Valenciana;73 años;518
Ambos sexos;Comunitat Valenciana;74 años;447
Ambos sexos;Comunitat Valenciana;75 años;500
Ambos sexos;Comunitat Valenciana;76 años;563
Ambos sexos;Comunitat Valenciana;77 años;808
Ambos sexos;Comunitat Valenciana;78 años;702
Ambos sexos;Comunitat Valenciana;79 años;674
Ambos sexos;Comunitat Valenciana;80 años;915
Ambos sexos;Comunitat Valenciana;81 años;946
Ambos sexos;Comunitat Valenciana;82 años;1.094
Ambos sexos;Comunitat Valenciana;83 años;1.158
Ambos sexos;Comunitat Valenciana;84 años;1.017
Ambos sexos;Comunitat Valenciana;85 años;1.239
Ambos sexos;Comunitat Valenciana;86 años;1.223
Ambos sexos;Comunitat Valenciana;87 años;1.192
Ambos sexos;Comunitat Valenciana;88 años;1.033
Ambos sexos;Comunitat Valenciana;89 años;943
Ambos sexos;Comunitat Valenciana;90 años;779
Ambos sexos;Comunitat Valenciana;91 años;570
