Comunidades autónomas;Tipo de dato;Periodo;Total
18 Ceuta;Dato base;2018SM15;10
18 Ceuta;Dato base;2018SM14;7
18 Ceuta;Dato base;2018SM13;8
18 Ceuta;Dato base;2018SM12;13
18 Ceuta;Dato base;2018SM11;13
18 Ceuta;Dato base;2018SM10;12
18 Ceuta;Dato base;2018SM09;15
18 Ceuta;Dato base;2018SM08;20
18 Ceuta;Dato base;2018SM07;12
18 Ceuta;Dato base;2018SM06;16
18 Ceuta;Dato base;2018SM05;7
18 Ceuta;Dato base;2018SM04;8
18 Ceuta;Dato base;2018SM03;13
18 Ceuta;Dato base;2018SM02;11
18 Ceuta;Dato base;2018SM01;16
18 Ceuta;Dato base;2017SM52;8
18 Ceuta;Dato base;2017SM51;12
18 Ceuta;Dato base;2017SM50;11
18 Ceuta;Dato base;2017SM49;9
18 Ceuta;Dato base;2017SM48;16
18 Ceuta;Dato base;2017SM47;6
18 Ceuta;Dato base;2017SM46;11
18 Ceuta;Dato base;2017SM45;9
18 Ceuta;Dato base;2017SM44;11
18 Ceuta;Dato base;2017SM43;5
18 Ceuta;Dato base;2017SM42;13
18 Ceuta;Dato base;2017SM41;16
18 Ceuta;Dato base;2017SM40;13
18 Ceuta;Dato base;2017SM39;12
18 Ceuta;Dato base;2017SM38;15
18 Ceuta;Dato base;2017SM37;10
18 Ceuta;Dato base;2017SM36;7
18 Ceuta;Dato base;2017SM35;8
18 Ceuta;Dato base;2017SM34;11
18 Ceuta;Dato base;2017SM33;12
18 Ceuta;Dato base;2017SM32;8
18 Ceuta;Dato base;2017SM31;11
18 Ceuta;Dato base;2017SM30;7
18 Ceuta;Dato base;2017SM29;9
18 Ceuta;Dato base;2017SM28;10
18 Ceuta;Dato base;2017SM27;10
18 Ceuta;Dato base;2017SM26;11
18 Ceuta;Dato base;2017SM25;9
18 Ceuta;Dato base;2017SM24;16
18 Ceuta;Dato base;2017SM23;12
18 Ceuta;Dato base;2017SM22;12
18 Ceuta;Dato base;2017SM21;5
18 Ceuta;Dato base;2017SM20;8
18 Ceuta;Dato base;2017SM19;12
18 Ceuta;Dato base;2017SM18;8
18 Ceuta;Dato base;2017SM17;11
18 Ceuta;Dato base;2017SM16;15
18 Ceuta;Dato base;2017SM15;6
18 Ceuta;Dato base;2017SM14;10
18 Ceuta;Dato base;2017SM13;9
18 Ceuta;Dato base;2017SM12;8
18 Ceuta;Dato base;2017SM11;16
18 Ceuta;Dato base;2017SM10;11
18 Ceuta;Dato base;2017SM09;11
18 Ceuta;Dato base;2017SM08;13
18 Ceuta;Dato base;2017SM07;11
18 Ceuta;Dato base;2017SM06;10
18 Ceuta;Dato base;2017SM05;10
18 Ceuta;Dato base;2017SM04;9
18 Ceuta;Dato base;2017SM03;17
18 Ceuta;Dato base;2017SM02;12
18 Ceuta;Dato base;2017SM01;17
18 Ceuta;Dato base;2016SM52;14
18 Ceuta;Dato base;2016SM51;12
18 Ceuta;Dato base;2016SM50;10
18 Ceuta;Dato base;2016SM49;12
18 Ceuta;Dato base;2016SM48;10
18 Ceuta;Dato base;2016SM47;9
18 Ceuta;Dato base;2016SM46;8
18 Ceuta;Dato base;2016SM45;10
18 Ceuta;Dato base;2016SM44;5
18 Ceuta;Dato base;2016SM43;12
18 Ceuta;Dato base;2016SM42;13
18 Ceuta;Dato base;2016SM41;8
18 Ceuta;Dato base;2016SM40;5
18 Ceuta;Dato base;2016SM39;6
18 Ceuta;Dato base;2016SM38;7
18 Ceuta;Dato base;2016SM37;6
18 Ceuta;Dato base;2016SM36;9
18 Ceuta;Dato base;2016SM35;12
18 Ceuta;Dato base;2016SM34;8
18 Ceuta;Dato base;2016SM33;5
18 Ceuta;Dato base;2016SM32;9
18 Ceuta;Dato base;2016SM31;18
18 Ceuta;Dato base;2016SM30;10
18 Ceuta;Dato base;2016SM29;11
18 Ceuta;Dato base;2016SM28;7
18 Ceuta;Dato base;2016SM27;11
18 Ceuta;Dato base;2016SM26;9
18 Ceuta;Dato base;2016SM25;12
18 Ceuta;Dato base;2016SM24;12
18 Ceuta;Dato base;2016SM23;8
18 Ceuta;Dato base;2016SM22;9
18 Ceuta;Dato base;2016SM21;8
18 Ceuta;Dato base;2016SM20;8
18 Ceuta;Dato base;2016SM19;11
18 Ceuta;Dato base;2016SM18;6
18 Ceuta;Dato base;2016SM17;7
18 Ceuta;Dato base;2016SM16;8
18 Ceuta;Dato base;2016SM15;12
18 Ceuta;Dato base;2016SM14;4
18 Ceuta;Dato base;2016SM13;6
18 Ceuta;Dato base;2016SM12;7
18 Ceuta;Dato base;2016SM11;9
18 Ceuta;Dato base;2016SM10;14
18 Ceuta;Dato base;2016SM09;13
18 Ceuta;Dato base;2016SM08;11
18 Ceuta;Dato base;2016SM07;14
18 Ceuta;Dato base;2016SM06;12
18 Ceuta;Dato base;2016SM05;12
18 Ceuta;Dato base;2016SM04;16
18 Ceuta;Dato base;2016SM03;10
18 Ceuta;Dato base;2016SM02;7
18 Ceuta;Dato base;2016SM01;9
18 Ceuta;Dato base;2015SM53;14
18 Ceuta;Dato base;2015SM52;16
18 Ceuta;Dato base;2015SM51;13
18 Ceuta;Dato base;2015SM50;11
18 Ceuta;Dato base;2015SM49;13
18 Ceuta;Dato base;2015SM48;7
18 Ceuta;Dato base;2015SM47;10
18 Ceuta;Dato base;2015SM46;11
18 Ceuta;Dato base;2015SM45;7
18 Ceuta;Dato base;2015SM44;7
18 Ceuta;Dato base;2015SM43;11
18 Ceuta;Dato base;2015SM42;9
18 Ceuta;Dato base;2015SM41;9
18 Ceuta;Dato base;2015SM40;7
18 Ceuta;Dato base;2015SM39;11
18 Ceuta;Dato base;2015SM38;4
18 Ceuta;Dato base;2015SM37;8
18 Ceuta;Dato base;2015SM36;10
18 Ceuta;Dato base;2015SM35;8
18 Ceuta;Dato base;2015SM34;8
18 Ceuta;Dato base;2015SM33;13
18 Ceuta;Dato base;2015SM32;8
18 Ceuta;Dato base;2015SM31;15
18 Ceuta;Dato base;2015SM30;12
18 Ceuta;Dato base;2015SM29;11
18 Ceuta;Dato base;2015SM28;7
18 Ceuta;Dato base;2015SM27;6
18 Ceuta;Dato base;2015SM26;10
18 Ceuta;Dato base;2015SM25;6
18 Ceuta;Dato base;2015SM24;5
18 Ceuta;Dato base;2015SM23;9
18 Ceuta;Dato base;2015SM22;10
18 Ceuta;Dato base;2015SM21;8
18 Ceuta;Dato base;2015SM20;7
18 Ceuta;Dato base;2015SM19;3
18 Ceuta;Dato base;2015SM18;4
18 Ceuta;Dato base;2015SM17;10
18 Ceuta;Dato base;2015SM16;8
18 Ceuta;Dato base;2015SM15;13
18 Ceuta;Dato base;2015SM14;14
18 Ceuta;Dato base;2015SM13;10
18 Ceuta;Dato base;2015SM12;10
18 Ceuta;Dato base;2015SM11;12
18 Ceuta;Dato base;2015SM10;11
18 Ceuta;Dato base;2015SM09;4
18 Ceuta;Dato base;2015SM08;11
18 Ceuta;Dato base;2015SM07;21
18 Ceuta;Dato base;2015SM06;17
18 Ceuta;Dato base;2015SM05;6
18 Ceuta;Dato base;2015SM04;11
18 Ceuta;Dato base;2015SM03;10
18 Ceuta;Dato base;2015SM02;13
18 Ceuta;Dato base;2015SM01;7
18 Ceuta;Dato base;2014SM52;8
18 Ceuta;Dato base;2014SM51;8
18 Ceuta;Dato base;2014SM50;16
18 Ceuta;Dato base;2014SM49;14
18 Ceuta;Dato base;2014SM48;14
18 Ceuta;Dato base;2014SM47;7
18 Ceuta;Dato base;2014SM46;11
18 Ceuta;Dato base;2014SM45;9
18 Ceuta;Dato base;2014SM44;12
18 Ceuta;Dato base;2014SM43;5
18 Ceuta;Dato base;2014SM42;9
18 Ceuta;Dato base;2014SM41;10
18 Ceuta;Dato base;2014SM40;8
18 Ceuta;Dato base;2014SM39;9
18 Ceuta;Dato base;2014SM38;12
18 Ceuta;Dato base;2014SM37;9
18 Ceuta;Dato base;2014SM36;9
18 Ceuta;Dato base;2014SM35;13
18 Ceuta;Dato base;2014SM34;10
18 Ceuta;Dato base;2014SM33;8
18 Ceuta;Dato base;2014SM32;12
18 Ceuta;Dato base;2014SM31;13
18 Ceuta;Dato base;2014SM30;9
18 Ceuta;Dato base;2014SM29;7
18 Ceuta;Dato base;2014SM28;5
18 Ceuta;Dato base;2014SM27;3
18 Ceuta;Dato base;2014SM26;6
18 Ceuta;Dato base;2014SM25;5
18 Ceuta;Dato base;2014SM24;7
18 Ceuta;Dato base;2014SM23;7
18 Ceuta;Dato base;2014SM22;5
18 Ceuta;Dato base;2014SM21;16
18 Ceuta;Dato base;2014SM20;12
18 Ceuta;Dato base;2014SM19;11
18 Ceuta;Dato base;2014SM18;7
18 Ceuta;Dato base;2014SM17;7
18 Ceuta;Dato base;2014SM16;13
18 Ceuta;Dato base;2014SM15;10
18 Ceuta;Dato base;2014SM14;10
18 Ceuta;Dato base;2014SM13;9
18 Ceuta;Dato base;2014SM12;16
18 Ceuta;Dato base;2014SM11;12
18 Ceuta;Dato base;2014SM10;11
18 Ceuta;Dato base;2014SM09;7
18 Ceuta;Dato base;2014SM08;9
18 Ceuta;Dato base;2014SM07;7
18 Ceuta;Dato base;2014SM06;13
18 Ceuta;Dato base;2014SM05;11
18 Ceuta;Dato base;2014SM04;9
18 Ceuta;Dato base;2014SM03;11
18 Ceuta;Dato base;2014SM02;14
18 Ceuta;Dato base;2014SM01;16
18 Ceuta;Dato base;2013SM52;13
18 Ceuta;Dato base;2013SM51;12
18 Ceuta;Dato base;2013SM50;12
18 Ceuta;Dato base;2013SM49;7
18 Ceuta;Dato base;2013SM48;6
18 Ceuta;Dato base;2013SM47;15
18 Ceuta;Dato base;2013SM46;8
18 Ceuta;Dato base;2013SM45;12
18 Ceuta;Dato base;2013SM44;7
18 Ceuta;Dato base;2013SM43;8
18 Ceuta;Dato base;2013SM42;9
18 Ceuta;Dato base;2013SM41;5
18 Ceuta;Dato base;2013SM40;11
18 Ceuta;Dato base;2013SM39;6
18 Ceuta;Dato base;2013SM38;18
18 Ceuta;Dato base;2013SM37;10
18 Ceuta;Dato base;2013SM36;6
18 Ceuta;Dato base;2013SM35;7
18 Ceuta;Dato base;2013SM34;10
18 Ceuta;Dato base;2013SM33;7
18 Ceuta;Dato base;2013SM32;9
18 Ceuta;Dato base;2013SM31;12
18 Ceuta;Dato base;2013SM30;16
18 Ceuta;Dato base;2013SM29;9
18 Ceuta;Dato base;2013SM28;10
18 Ceuta;Dato base;2013SM27;10
18 Ceuta;Dato base;2013SM26;10
18 Ceuta;Dato base;2013SM25;12
18 Ceuta;Dato base;2013SM24;8
18 Ceuta;Dato base;2013SM23;7
18 Ceuta;Dato base;2013SM22;10
18 Ceuta;Dato base;2013SM21;10
18 Ceuta;Dato base;2013SM20;10
18 Ceuta;Dato base;2013SM19;7
18 Ceuta;Dato base;2013SM18;12
18 Ceuta;Dato base;2013SM17;12
18 Ceuta;Dato base;2013SM16;7
18 Ceuta;Dato base;2013SM15;10
18 Ceuta;Dato base;2013SM14;9
18 Ceuta;Dato base;2013SM13;7
18 Ceuta;Dato base;2013SM12;13
18 Ceuta;Dato base;2013SM11;11
18 Ceuta;Dato base;2013SM10;6
18 Ceuta;Dato base;2013SM09;18
18 Ceuta;Dato base;2013SM08;7
18 Ceuta;Dato base;2013SM07;20
18 Ceuta;Dato base;2013SM06;11
18 Ceuta;Dato base;2013SM05;10
18 Ceuta;Dato base;2013SM04;11
18 Ceuta;Dato base;2013SM03;10
18 Ceuta;Dato base;2013SM02;10
18 Ceuta;Dato base;2013SM01;15
18 Ceuta;Dato base;2012SM52;5
18 Ceuta;Dato base;2012SM51;11
18 Ceuta;Dato base;2012SM50;9
18 Ceuta;Dato base;2012SM49;7
18 Ceuta;Dato base;2012SM48;2
18 Ceuta;Dato base;2012SM47;9
18 Ceuta;Dato base;2012SM46;10
18 Ceuta;Dato base;2012SM45;9
18 Ceuta;Dato base;2012SM44;15
18 Ceuta;Dato base;2012SM43;10
18 Ceuta;Dato base;2012SM42;7
18 Ceuta;Dato base;2012SM41;11
18 Ceuta;Dato base;2012SM40;18
18 Ceuta;Dato base;2012SM39;3
18 Ceuta;Dato base;2012SM38;9
18 Ceuta;Dato base;2012SM37;15
18 Ceuta;Dato base;2012SM36;9
18 Ceuta;Dato base;2012SM35;4
18 Ceuta;Dato base;2012SM34;6
18 Ceuta;Dato base;2012SM33;8
18 Ceuta;Dato base;2012SM32;6
18 Ceuta;Dato base;2012SM31;7
18 Ceuta;Dato base;2012SM30;8
18 Ceuta;Dato base;2012SM29;6
18 Ceuta;Dato base;2012SM28;3
18 Ceuta;Dato base;2012SM27;9
18 Ceuta;Dato base;2012SM26;11
18 Ceuta;Dato base;2012SM25;14
18 Ceuta;Dato base;2012SM24;8
18 Ceuta;Dato base;2012SM23;12
18 Ceuta;Dato base;2012SM22;7
18 Ceuta;Dato base;2012SM21;11
18 Ceuta;Dato base;2012SM20;11
18 Ceuta;Dato base;2012SM19;6
18 Ceuta;Dato base;2012SM18;8
18 Ceuta;Dato base;2012SM17;9
18 Ceuta;Dato base;2012SM16;16
18 Ceuta;Dato base;2012SM15;11
18 Ceuta;Dato base;2012SM14;10
18 Ceuta;Dato base;2012SM13;9
18 Ceuta;Dato base;2012SM12;11
18 Ceuta;Dato base;2012SM11;9
18 Ceuta;Dato base;2012SM10;9
18 Ceuta;Dato base;2012SM09;11
18 Ceuta;Dato base;2012SM08;14
18 Ceuta;Dato base;2012SM07;11
18 Ceuta;Dato base;2012SM06;6
18 Ceuta;Dato base;2012SM05;8
18 Ceuta;Dato base;2012SM04;7
18 Ceuta;Dato base;2012SM03;13
18 Ceuta;Dato base;2012SM02;8
18 Ceuta;Dato base;2012SM01;15
18 Ceuta;Dato base;2011SM52;11
18 Ceuta;Dato base;2011SM51;13
18 Ceuta;Dato base;2011SM50;7
18 Ceuta;Dato base;2011SM49;17
18 Ceuta;Dato base;2011SM48;19
18 Ceuta;Dato base;2011SM47;11
18 Ceuta;Dato base;2011SM46;14
18 Ceuta;Dato base;2011SM45;12
18 Ceuta;Dato base;2011SM44;9
18 Ceuta;Dato base;2011SM43;11
18 Ceuta;Dato base;2011SM42;6
18 Ceuta;Dato base;2011SM41;13
18 Ceuta;Dato base;2011SM40;7
18 Ceuta;Dato base;2011SM39;10
18 Ceuta;Dato base;2011SM38;7
18 Ceuta;Dato base;2011SM37;7
18 Ceuta;Dato base;2011SM36;7
18 Ceuta;Dato base;2011SM35;7
18 Ceuta;Dato base;2011SM34;10
18 Ceuta;Dato base;2011SM33;6
18 Ceuta;Dato base;2011SM32;5
18 Ceuta;Dato base;2011SM31;7
18 Ceuta;Dato base;2011SM30;8
18 Ceuta;Dato base;2011SM29;13
18 Ceuta;Dato base;2011SM28;5
18 Ceuta;Dato base;2011SM27;12
18 Ceuta;Dato base;2011SM26;6
18 Ceuta;Dato base;2011SM25;4
18 Ceuta;Dato base;2011SM24;8
18 Ceuta;Dato base;2011SM23;12
18 Ceuta;Dato base;2011SM22;10
18 Ceuta;Dato base;2011SM21;9
18 Ceuta;Dato base;2011SM20;6
18 Ceuta;Dato base;2011SM19;9
18 Ceuta;Dato base;2011SM18;8
18 Ceuta;Dato base;2011SM17;8
18 Ceuta;Dato base;2011SM16;11
18 Ceuta;Dato base;2011SM15;11
18 Ceuta;Dato base;2011SM14;10
18 Ceuta;Dato base;2011SM13;14
18 Ceuta;Dato base;2011SM12;12
18 Ceuta;Dato base;2011SM11;11
18 Ceuta;Dato base;2011SM10;6
18 Ceuta;Dato base;2011SM09;8
18 Ceuta;Dato base;2011SM08;14
18 Ceuta;Dato base;2011SM07;15
18 Ceuta;Dato base;2011SM06;12
18 Ceuta;Dato base;2011SM05;18
18 Ceuta;Dato base;2011SM04;14
18 Ceuta;Dato base;2011SM03;12
18 Ceuta;Dato base;2011SM02;7
18 Ceuta;Dato base;2011SM01;5
18 Ceuta;Dato base;2010SM52;17
18 Ceuta;Dato base;2010SM51;11
18 Ceuta;Dato base;2010SM50;12
18 Ceuta;Dato base;2010SM49;8
18 Ceuta;Dato base;2010SM48;12
18 Ceuta;Dato base;2010SM47;8
18 Ceuta;Dato base;2010SM46;8
18 Ceuta;Dato base;2010SM45;5
18 Ceuta;Dato base;2010SM44;19
18 Ceuta;Dato base;2010SM43;10
18 Ceuta;Dato base;2010SM42;8
18 Ceuta;Dato base;2010SM41;8
18 Ceuta;Dato base;2010SM40;11
18 Ceuta;Dato base;2010SM39;10
18 Ceuta;Dato base;2010SM38;11
18 Ceuta;Dato base;2010SM37;5
18 Ceuta;Dato base;2010SM36;12
18 Ceuta;Dato base;2010SM35;9
18 Ceuta;Dato base;2010SM34;10
18 Ceuta;Dato base;2010SM33;8
18 Ceuta;Dato base;2010SM32;9
18 Ceuta;Dato base;2010SM31;11
18 Ceuta;Dato base;2010SM30;9
18 Ceuta;Dato base;2010SM29;8
18 Ceuta;Dato base;2010SM28;7
18 Ceuta;Dato base;2010SM27;11
18 Ceuta;Dato base;2010SM26;10
18 Ceuta;Dato base;2010SM25;8
18 Ceuta;Dato base;2010SM24;6
18 Ceuta;Dato base;2010SM23;10
18 Ceuta;Dato base;2010SM22;9
18 Ceuta;Dato base;2010SM21;13
18 Ceuta;Dato base;2010SM20;3
18 Ceuta;Dato base;2010SM19;6
18 Ceuta;Dato base;2010SM18;13
18 Ceuta;Dato base;2010SM17;13
18 Ceuta;Dato base;2010SM16;7
18 Ceuta;Dato base;2010SM15;9
18 Ceuta;Dato base;2010SM14;15
18 Ceuta;Dato base;2010SM13;12
18 Ceuta;Dato base;2010SM12;10
18 Ceuta;Dato base;2010SM11;11
18 Ceuta;Dato base;2010SM10;15
18 Ceuta;Dato base;2010SM09;13
18 Ceuta;Dato base;2010SM08;11
18 Ceuta;Dato base;2010SM07;15
18 Ceuta;Dato base;2010SM06;14
18 Ceuta;Dato base;2010SM05;7
18 Ceuta;Dato base;2010SM04;10
18 Ceuta;Dato base;2010SM03;9
18 Ceuta;Dato base;2010SM02;11
18 Ceuta;Dato base;2010SM01;16
18 Ceuta;Dato base;2009SM53;17
18 Ceuta;Dato base;2009SM52;12
18 Ceuta;Dato base;2009SM51;16
18 Ceuta;Dato base;2009SM50;12
18 Ceuta;Dato base;2009SM49;8
18 Ceuta;Dato base;2009SM48;17
18 Ceuta;Dato base;2009SM47;9
18 Ceuta;Dato base;2009SM46;8
18 Ceuta;Dato base;2009SM45;7
18 Ceuta;Dato base;2009SM44;10
18 Ceuta;Dato base;2009SM43;11
18 Ceuta;Dato base;2009SM42;8
18 Ceuta;Dato base;2009SM41;5
18 Ceuta;Dato base;2009SM40;8
18 Ceuta;Dato base;2009SM39;7
18 Ceuta;Dato base;2009SM38;7
18 Ceuta;Dato base;2009SM37;11
18 Ceuta;Dato base;2009SM36;11
18 Ceuta;Dato base;2009SM35;7
18 Ceuta;Dato base;2009SM34;9
18 Ceuta;Dato base;2009SM33;8
18 Ceuta;Dato base;2009SM32;10
18 Ceuta;Dato base;2009SM31;6
18 Ceuta;Dato base;2009SM30;10
18 Ceuta;Dato base;2009SM29;10
18 Ceuta;Dato base;2009SM28;10
18 Ceuta;Dato base;2009SM27;14
18 Ceuta;Dato base;2009SM26;13
18 Ceuta;Dato base;2009SM25;10
18 Ceuta;Dato base;2009SM24;8
18 Ceuta;Dato base;2009SM23;8
18 Ceuta;Dato base;2009SM22;10
18 Ceuta;Dato base;2009SM21;9
18 Ceuta;Dato base;2009SM20;7
18 Ceuta;Dato base;2009SM19;15
18 Ceuta;Dato base;2009SM18;11
18 Ceuta;Dato base;2009SM17;9
18 Ceuta;Dato base;2009SM16;9
18 Ceuta;Dato base;2009SM15;14
18 Ceuta;Dato base;2009SM14;9
18 Ceuta;Dato base;2009SM13;13
18 Ceuta;Dato base;2009SM12;9
18 Ceuta;Dato base;2009SM11;11
18 Ceuta;Dato base;2009SM10;14
18 Ceuta;Dato base;2009SM09;15
18 Ceuta;Dato base;2009SM08;20
18 Ceuta;Dato base;2009SM07;9
18 Ceuta;Dato base;2009SM06;17
18 Ceuta;Dato base;2009SM05;11
18 Ceuta;Dato base;2009SM04;7
18 Ceuta;Dato base;2009SM03;14
18 Ceuta;Dato base;2009SM02;9
18 Ceuta;Dato base;2009SM01;13
18 Ceuta;Dato base;2008SM52;7
18 Ceuta;Dato base;2008SM51;18
18 Ceuta;Dato base;2008SM50;14
18 Ceuta;Dato base;2008SM49;7
18 Ceuta;Dato base;2008SM48;5
18 Ceuta;Dato base;2008SM47;7
18 Ceuta;Dato base;2008SM46;11
18 Ceuta;Dato base;2008SM45;9
18 Ceuta;Dato base;2008SM44;8
18 Ceuta;Dato base;2008SM43;2
18 Ceuta;Dato base;2008SM42;11
18 Ceuta;Dato base;2008SM41;6
18 Ceuta;Dato base;2008SM40;7
18 Ceuta;Dato base;2008SM39;6
18 Ceuta;Dato base;2008SM38;13
18 Ceuta;Dato base;2008SM37;8
18 Ceuta;Dato base;2008SM36;5
18 Ceuta;Dato base;2008SM35;5
18 Ceuta;Dato base;2008SM34;6
18 Ceuta;Dato base;2008SM33;7
18 Ceuta;Dato base;2008SM32;11
18 Ceuta;Dato base;2008SM31;14
18 Ceuta;Dato base;2008SM30;9
18 Ceuta;Dato base;2008SM29;17
18 Ceuta;Dato base;2008SM28;8
18 Ceuta;Dato base;2008SM27;8
18 Ceuta;Dato base;2008SM26;8
18 Ceuta;Dato base;2008SM25;12
18 Ceuta;Dato base;2008SM24;15
18 Ceuta;Dato base;2008SM23;12
18 Ceuta;Dato base;2008SM22;8
18 Ceuta;Dato base;2008SM21;3
18 Ceuta;Dato base;2008SM20;11
18 Ceuta;Dato base;2008SM19;7
18 Ceuta;Dato base;2008SM18;6
18 Ceuta;Dato base;2008SM17;10
18 Ceuta;Dato base;2008SM16;10
18 Ceuta;Dato base;2008SM15;3
18 Ceuta;Dato base;2008SM14;14
18 Ceuta;Dato base;2008SM13;11
18 Ceuta;Dato base;2008SM12;11
18 Ceuta;Dato base;2008SM11;8
18 Ceuta;Dato base;2008SM10;13
18 Ceuta;Dato base;2008SM09;11
18 Ceuta;Dato base;2008SM08;15
18 Ceuta;Dato base;2008SM07;15
18 Ceuta;Dato base;2008SM06;7
18 Ceuta;Dato base;2008SM05;12
18 Ceuta;Dato base;2008SM04;11
18 Ceuta;Dato base;2008SM03;13
18 Ceuta;Dato base;2008SM02;12
18 Ceuta;Dato base;2008SM01;6
18 Ceuta;Dato base;2007SM52;8
18 Ceuta;Dato base;2007SM51;13
18 Ceuta;Dato base;2007SM50;7
18 Ceuta;Dato base;2007SM49;13
18 Ceuta;Dato base;2007SM48;8
18 Ceuta;Dato base;2007SM47;9
18 Ceuta;Dato base;2007SM46;7
18 Ceuta;Dato base;2007SM45;10
18 Ceuta;Dato base;2007SM44;10
18 Ceuta;Dato base;2007SM43;9
18 Ceuta;Dato base;2007SM42;3
18 Ceuta;Dato base;2007SM41;12
18 Ceuta;Dato base;2007SM40;3
18 Ceuta;Dato base;2007SM39;12
18 Ceuta;Dato base;2007SM38;7
18 Ceuta;Dato base;2007SM37;8
18 Ceuta;Dato base;2007SM36;12
18 Ceuta;Dato base;2007SM35;8
18 Ceuta;Dato base;2007SM34;8
18 Ceuta;Dato base;2007SM33;12
18 Ceuta;Dato base;2007SM32;14
18 Ceuta;Dato base;2007SM31;9
18 Ceuta;Dato base;2007SM30;4
18 Ceuta;Dato base;2007SM29;12
18 Ceuta;Dato base;2007SM28;9
18 Ceuta;Dato base;2007SM27;9
18 Ceuta;Dato base;2007SM26;20
18 Ceuta;Dato base;2007SM25;8
18 Ceuta;Dato base;2007SM24;15
18 Ceuta;Dato base;2007SM23;9
18 Ceuta;Dato base;2007SM22;11
18 Ceuta;Dato base;2007SM21;9
18 Ceuta;Dato base;2007SM20;8
18 Ceuta;Dato base;2007SM19;11
18 Ceuta;Dato base;2007SM18;8
18 Ceuta;Dato base;2007SM17;15
18 Ceuta;Dato base;2007SM16;8
18 Ceuta;Dato base;2007SM15;8
18 Ceuta;Dato base;2007SM14;11
18 Ceuta;Dato base;2007SM13;14
18 Ceuta;Dato base;2007SM12;12
18 Ceuta;Dato base;2007SM11;3
18 Ceuta;Dato base;2007SM10;11
18 Ceuta;Dato base;2007SM09;16
18 Ceuta;Dato base;2007SM08;12
18 Ceuta;Dato base;2007SM07;16
18 Ceuta;Dato base;2007SM06;15
18 Ceuta;Dato base;2007SM05;8
18 Ceuta;Dato base;2007SM04;9
18 Ceuta;Dato base;2007SM03;12
18 Ceuta;Dato base;2007SM02;16
18 Ceuta;Dato base;2007SM01;15
18 Ceuta;Dato base;2006SM52;12
18 Ceuta;Dato base;2006SM51;9
18 Ceuta;Dato base;2006SM50;9
18 Ceuta;Dato base;2006SM49;12
18 Ceuta;Dato base;2006SM48;7
18 Ceuta;Dato base;2006SM47;13
18 Ceuta;Dato base;2006SM46;8
18 Ceuta;Dato base;2006SM45;9
18 Ceuta;Dato base;2006SM44;9
18 Ceuta;Dato base;2006SM43;11
18 Ceuta;Dato base;2006SM42;4
18 Ceuta;Dato base;2006SM41;6
18 Ceuta;Dato base;2006SM40;8
18 Ceuta;Dato base;2006SM39;6
18 Ceuta;Dato base;2006SM38;5
18 Ceuta;Dato base;2006SM37;11
18 Ceuta;Dato base;2006SM36;6
18 Ceuta;Dato base;2006SM35;8
18 Ceuta;Dato base;2006SM34;4
18 Ceuta;Dato base;2006SM33;4
18 Ceuta;Dato base;2006SM32;9
18 Ceuta;Dato base;2006SM31;11
18 Ceuta;Dato base;2006SM30;9
18 Ceuta;Dato base;2006SM29;9
18 Ceuta;Dato base;2006SM28;5
18 Ceuta;Dato base;2006SM27;7
18 Ceuta;Dato base;2006SM26;5
18 Ceuta;Dato base;2006SM25;4
18 Ceuta;Dato base;2006SM24;10
18 Ceuta;Dato base;2006SM23;6
18 Ceuta;Dato base;2006SM22;7
18 Ceuta;Dato base;2006SM21;12
18 Ceuta;Dato base;2006SM20;15
18 Ceuta;Dato base;2006SM19;13
18 Ceuta;Dato base;2006SM18;8
18 Ceuta;Dato base;2006SM17;9
18 Ceuta;Dato base;2006SM16;9
18 Ceuta;Dato base;2006SM15;14
18 Ceuta;Dato base;2006SM14;12
18 Ceuta;Dato base;2006SM13;6
18 Ceuta;Dato base;2006SM12;15
18 Ceuta;Dato base;2006SM11;11
18 Ceuta;Dato base;2006SM10;15
18 Ceuta;Dato base;2006SM09;14
18 Ceuta;Dato base;2006SM08;12
18 Ceuta;Dato base;2006SM07;14
18 Ceuta;Dato base;2006SM06;9
18 Ceuta;Dato base;2006SM05;8
18 Ceuta;Dato base;2006SM04;11
18 Ceuta;Dato base;2006SM03;10
18 Ceuta;Dato base;2006SM02;8
18 Ceuta;Dato base;2006SM01;9
18 Ceuta;Dato base;2005SM52;9
18 Ceuta;Dato base;2005SM51;12
18 Ceuta;Dato base;2005SM50;10
18 Ceuta;Dato base;2005SM49;11
18 Ceuta;Dato base;2005SM48;13
18 Ceuta;Dato base;2005SM47;7
18 Ceuta;Dato base;2005SM46;4
18 Ceuta;Dato base;2005SM45;9
18 Ceuta;Dato base;2005SM44;9
18 Ceuta;Dato base;2005SM43;8
18 Ceuta;Dato base;2005SM42;3
18 Ceuta;Dato base;2005SM41;11
18 Ceuta;Dato base;2005SM40;7
18 Ceuta;Dato base;2005SM39;4
18 Ceuta;Dato base;2005SM38;4
18 Ceuta;Dato base;2005SM37;3
18 Ceuta;Dato base;2005SM36;10
18 Ceuta;Dato base;2005SM35;11
18 Ceuta;Dato base;2005SM34;9
18 Ceuta;Dato base;2005SM33;10
18 Ceuta;Dato base;2005SM32;5
18 Ceuta;Dato base;2005SM31;6
18 Ceuta;Dato base;2005SM30;12
18 Ceuta;Dato base;2005SM29;9
