Provincias;Sexo;Periodo;Total
41 Sevilla;Mujeres;2000;6.577
41 Sevilla;Mujeres;1999;6.897
41 Sevilla;Mujeres;1998;6.703
41 Sevilla;Mujeres;1997;6.231
41 Sevilla;Mujeres;1996;6.282
41 Sevilla;Mujeres;1995;6.300
41 Sevilla;Mujeres;1994;5.982
41 Sevilla;Mujeres;1993;6.218
41 Sevilla;Mujeres;1992;5.870
41 Sevilla;Mujeres;1991;6.018
41 Sevilla;Mujeres;1990;5.857
41 Sevilla;Mujeres;1989;5.858
41 Sevilla;Mujeres;1988;5.753
41 Sevilla;Mujeres;1987;5.660
41 Sevilla;Mujeres;1986;5.554
41 Sevilla;Mujeres;1985;5.542
41 Sevilla;Mujeres;1984;5.206
41 Sevilla;Mujeres;1983;5.480
41 Sevilla;Mujeres;1982;5.362
41 Sevilla;Mujeres;1981;5.260
41 Sevilla;Mujeres;1980;5.292
41 Sevilla;Mujeres;1979;5.157
41 Sevilla;Mujeres;1978;5.388
41 Sevilla;Mujeres;1977;4.989
41 Sevilla;Mujeres;1976;5.402
41 Sevilla;Mujeres;1975;4.985
42 Soria;Total;2018;1.155
42 Soria;Total;2017;1.088
42 Soria;Total;2016;1.215
42 Soria;Total;2015;1.189
42 Soria;Total;2014;1.144
42 Soria;Total;2013;1.065
42 Soria;Total;2012;1.098
42 Soria;Total;2011;1.105
42 Soria;Total;2010;1.128
42 Soria;Total;2009;1.102
42 Soria;Total;2008;1.157
42 Soria;Total;2007;1.127
42 Soria;Total;2006;1.165
42 Soria;Total;2005;1.191
42 Soria;Total;2004;1.179
42 Soria;Total;2003;1.049
42 Soria;Total;2002;1.078
42 Soria;Total;2001;953
42 Soria;Total;2000;1.129
42 Soria;Total;1999;1.097
42 Soria;Total;1998;1.115
42 Soria;Total;1997;1.042
42 Soria;Total;1996;1.097
42 Soria;Total;1995;1.081
42 Soria;Total;1994;1.000
42 Soria;Total;1993;1.053
42 Soria;Total;1992;1.072
42 Soria;Total;1991;1.060
42 Soria;Total;1990;950
42 Soria;Total;1989;965
42 Soria;Total;1988;1.014
42 Soria;Total;1987;948
42 Soria;Total;1986;1.020
42 Soria;Total;1985;1.007
42 Soria;Total;1984;963
42 Soria;Total;1983;977
42 Soria;Total;1982;972
42 Soria;Total;1981;988
42 Soria;Total;1980;1.011
42 Soria;Total;1979;994
42 Soria;Total;1978;1.001
42 Soria;Total;1977;1.088
42 Soria;Total;1976;1.037
42 Soria;Total;1975;1.022
42 Soria;Hombres;2018;580
42 Soria;Hombres;2017;562
42 Soria;Hombres;2016;609
42 Soria;Hombres;2015;614
42 Soria;Hombres;2014;593
42 Soria;Hombres;2013;548
42 Soria;Hombres;2012;566
42 Soria;Hombres;2011;569
42 Soria;Hombres;2010;593
42 Soria;Hombres;2009;580
42 Soria;Hombres;2008;597
42 Soria;Hombres;2007;571
42 Soria;Hombres;2006;593
42 Soria;Hombres;2005;597
42 Soria;Hombres;2004;621
42 Soria;Hombres;2003;536
42 Soria;Hombres;2002;567
42 Soria;Hombres;2001;514
42 Soria;Hombres;2000;601
42 Soria;Hombres;1999;607
42 Soria;Hombres;1998;544
42 Soria;Hombres;1997;575
42 Soria;Hombres;1996;589
42 Soria;Hombres;1995;583
42 Soria;Hombres;1994;541
42 Soria;Hombres;1993;549
42 Soria;Hombres;1992;554
42 Soria;Hombres;1991;586
42 Soria;Hombres;1990;514
42 Soria;Hombres;1989;546
42 Soria;Hombres;1988;533
42 Soria;Hombres;1987;508
42 Soria;Hombres;1986;540
42 Soria;Hombres;1985;536
42 Soria;Hombres;1984;527
42 Soria;Hombres;1983;509
42 Soria;Hombres;1982;527
42 Soria;Hombres;1981;534
42 Soria;Hombres;1980;539
42 Soria;Hombres;1979;576
42 Soria;Hombres;1978;542
42 Soria;Hombres;1977;580
42 Soria;Hombres;1976;530
42 Soria;Hombres;1975;541
42 Soria;Mujeres;2018;575
42 Soria;Mujeres;2017;526
42 Soria;Mujeres;2016;606
42 Soria;Mujeres;2015;575
42 Soria;Mujeres;2014;551
42 Soria;Mujeres;2013;517
42 Soria;Mujeres;2012;532
42 Soria;Mujeres;2011;536
42 Soria;Mujeres;2010;535
42 Soria;Mujeres;2009;522
42 Soria;Mujeres;2008;560
42 Soria;Mujeres;2007;556
42 Soria;Mujeres;2006;572
42 Soria;Mujeres;2005;594
42 Soria;Mujeres;2004;558
42 Soria;Mujeres;2003;513
42 Soria;Mujeres;2002;511
42 Soria;Mujeres;2001;439
42 Soria;Mujeres;2000;528
42 Soria;Mujeres;1999;490
42 Soria;Mujeres;1998;571
42 Soria;Mujeres;1997;467
42 Soria;Mujeres;1996;508
42 Soria;Mujeres;1995;498
42 Soria;Mujeres;1994;459
42 Soria;Mujeres;1993;504
42 Soria;Mujeres;1992;518
42 Soria;Mujeres;1991;474
42 Soria;Mujeres;1990;436
42 Soria;Mujeres;1989;419
42 Soria;Mujeres;1988;481
42 Soria;Mujeres;1987;440
42 Soria;Mujeres;1986;480
42 Soria;Mujeres;1985;471
42 Soria;Mujeres;1984;436
42 Soria;Mujeres;1983;468
42 Soria;Mujeres;1982;445
42 Soria;Mujeres;1981;454
42 Soria;Mujeres;1980;472
42 Soria;Mujeres;1979;418
42 Soria;Mujeres;1978;459
42 Soria;Mujeres;1977;508
42 Soria;Mujeres;1976;507
42 Soria;Mujeres;1975;481
43 Tarragona;Total;2018;7.226
43 Tarragona;Total;2017;7.026
43 Tarragona;Total;2016;6.856
43 Tarragona;Total;2015;7.010
43 Tarragona;Total;2014;6.479
43 Tarragona;Total;2013;6.522
43 Tarragona;Total;2012;6.709
43 Tarragona;Total;2011;6.480
43 Tarragona;Total;2010;6.373
43 Tarragona;Total;2009;6.425
43 Tarragona;Total;2008;6.378
43 Tarragona;Total;2007;6.251
43 Tarragona;Total;2006;6.093
43 Tarragona;Total;2005;6.462
43 Tarragona;Total;2004;6.054
43 Tarragona;Total;2003;6.122
43 Tarragona;Total;2002;5.918
43 Tarragona;Total;2001;5.529
43 Tarragona;Total;2000;5.578
43 Tarragona;Total;1999;5.781
43 Tarragona;Total;1998;5.471
43 Tarragona;Total;1997;5.394
43 Tarragona;Total;1996;5.251
43 Tarragona;Total;1995;5.336
43 Tarragona;Total;1994;5.235
43 Tarragona;Total;1993;5.106
43 Tarragona;Total;1992;4.930
43 Tarragona;Total;1991;4.965
43 Tarragona;Total;1990;5.017
43 Tarragona;Total;1989;4.884
43 Tarragona;Total;1988;4.636
43 Tarragona;Total;1987;4.501
43 Tarragona;Total;1986;4.532
43 Tarragona;Total;1985;4.839
43 Tarragona;Total;1984;4.528
43 Tarragona;Total;1983;4.599
43 Tarragona;Total;1982;4.280
43 Tarragona;Total;1981;4.487
43 Tarragona;Total;1980;4.492
43 Tarragona;Total;1979;4.416
43 Tarragona;Total;1978;4.750
43 Tarragona;Total;1977;4.809
43 Tarragona;Total;1976;4.837
43 Tarragona;Total;1975;4.861
43 Tarragona;Hombres;2018;3.805
43 Tarragona;Hombres;2017;3.626
43 Tarragona;Hombres;2016;3.563
43 Tarragona;Hombres;2015;3.665
43 Tarragona;Hombres;2014;3.404
43 Tarragona;Hombres;2013;3.454
43 Tarragona;Hombres;2012;3.445
43 Tarragona;Hombres;2011;3.435
43 Tarragona;Hombres;2010;3.380
43 Tarragona;Hombres;2009;3.422
43 Tarragona;Hombres;2008;3.366
43 Tarragona;Hombres;2007;3.339
43 Tarragona;Hombres;2006;3.242
43 Tarragona;Hombres;2005;3.401
43 Tarragona;Hombres;2004;3.232
43 Tarragona;Hombres;2003;3.206
43 Tarragona;Hombres;2002;3.146
43 Tarragona;Hombres;2001;2.954
43 Tarragona;Hombres;2000;2.950
43 Tarragona;Hombres;1999;3.072
43 Tarragona;Hombres;1998;2.880
43 Tarragona;Hombres;1997;2.832
43 Tarragona;Hombres;1996;2.801
43 Tarragona;Hombres;1995;2.842
43 Tarragona;Hombres;1994;2.743
43 Tarragona;Hombres;1993;2.758
43 Tarragona;Hombres;1992;2.647
43 Tarragona;Hombres;1991;2.569
43 Tarragona;Hombres;1990;2.692
43 Tarragona;Hombres;1989;2.590
43 Tarragona;Hombres;1988;2.458
43 Tarragona;Hombres;1987;2.426
43 Tarragona;Hombres;1986;2.373
43 Tarragona;Hombres;1985;2.516
43 Tarragona;Hombres;1984;2.348
43 Tarragona;Hombres;1983;2.424
43 Tarragona;Hombres;1982;2.305
43 Tarragona;Hombres;1981;2.331
43 Tarragona;Hombres;1980;2.408
43 Tarragona;Hombres;1979;2.253
43 Tarragona;Hombres;1978;2.495
43 Tarragona;Hombres;1977;2.481
43 Tarragona;Hombres;1976;2.524
43 Tarragona;Hombres;1975;2.487
43 Tarragona;Mujeres;2018;3.421
43 Tarragona;Mujeres;2017;3.400
43 Tarragona;Mujeres;2016;3.293
43 Tarragona;Mujeres;2015;3.345
43 Tarragona;Mujeres;2014;3.075
43 Tarragona;Mujeres;2013;3.068
43 Tarragona;Mujeres;2012;3.264
43 Tarragona;Mujeres;2011;3.045
43 Tarragona;Mujeres;2010;2.993
43 Tarragona;Mujeres;2009;3.003
43 Tarragona;Mujeres;2008;3.012
43 Tarragona;Mujeres;2007;2.912
43 Tarragona;Mujeres;2006;2.851
43 Tarragona;Mujeres;2005;3.061
43 Tarragona;Mujeres;2004;2.822
43 Tarragona;Mujeres;2003;2.916
43 Tarragona;Mujeres;2002;2.772
43 Tarragona;Mujeres;2001;2.575
43 Tarragona;Mujeres;2000;2.628
43 Tarragona;Mujeres;1999;2.709
43 Tarragona;Mujeres;1998;2.591
43 Tarragona;Mujeres;1997;2.562
43 Tarragona;Mujeres;1996;2.450
43 Tarragona;Mujeres;1995;2.494
43 Tarragona;Mujeres;1994;2.492
43 Tarragona;Mujeres;1993;2.348
43 Tarragona;Mujeres;1992;2.283
43 Tarragona;Mujeres;1991;2.396
43 Tarragona;Mujeres;1990;2.325
43 Tarragona;Mujeres;1989;2.294
43 Tarragona;Mujeres;1988;2.178
43 Tarragona;Mujeres;1987;2.075
43 Tarragona;Mujeres;1986;2.159
43 Tarragona;Mujeres;1985;2.323
43 Tarragona;Mujeres;1984;2.180
43 Tarragona;Mujeres;1983;2.175
43 Tarragona;Mujeres;1982;1.975
43 Tarragona;Mujeres;1981;2.156
43 Tarragona;Mujeres;1980;2.084
43 Tarragona;Mujeres;1979;2.163
43 Tarragona;Mujeres;1978;2.255
43 Tarragona;Mujeres;1977;2.328
43 Tarragona;Mujeres;1976;2.313
43 Tarragona;Mujeres;1975;2.374
44 Teruel;Total;2018;1.766
44 Teruel;Total;2017;1.713
44 Teruel;Total;2016;1.634
44 Teruel;Total;2015;1.780
44 Teruel;Total;2014;1.673
44 Teruel;Total;2013;1.682
44 Teruel;Total;2012;1.713
44 Teruel;Total;2011;1.716
44 Teruel;Total;2010;1.680
44 Teruel;Total;2009;1.715
44 Teruel;Total;2008;1.653
44 Teruel;Total;2007;1.690
44 Teruel;Total;2006;1.671
44 Teruel;Total;2005;1.738
44 Teruel;Total;2004;1.635
44 Teruel;Total;2003;1.768
44 Teruel;Total;2002;1.682
44 Teruel;Total;2001;1.632
44 Teruel;Total;2000;1.679
44 Teruel;Total;1999;1.786
44 Teruel;Total;1998;1.802
44 Teruel;Total;1997;1.832
44 Teruel;Total;1996;1.667
44 Teruel;Total;1995;1.735
44 Teruel;Total;1994;1.707
44 Teruel;Total;1993;1.696
44 Teruel;Total;1992;1.632
44 Teruel;Total;1991;1.728
44 Teruel;Total;1990;1.570
44 Teruel;Total;1989;1.618
44 Teruel;Total;1988;1.562
44 Teruel;Total;1987;1.560
44 Teruel;Total;1986;1.706
44 Teruel;Total;1985;1.678
44 Teruel;Total;1984;1.758
44 Teruel;Total;1983;1.702
44 Teruel;Total;1982;1.571
44 Teruel;Total;1981;1.642
44 Teruel;Total;1980;1.656
44 Teruel;Total;1979;1.654
44 Teruel;Total;1978;1.711
44 Teruel;Total;1977;1.777
44 Teruel;Total;1976;1.825
44 Teruel;Total;1975;1.841
44 Teruel;Hombres;2018;926
44 Teruel;Hombres;2017;907
44 Teruel;Hombres;2016;866
44 Teruel;Hombres;2015;927
44 Teruel;Hombres;2014;883
44 Teruel;Hombres;2013;900
44 Teruel;Hombres;2012;904
44 Teruel;Hombres;2011;924
44 Teruel;Hombres;2010;936
44 Teruel;Hombres;2009;900
44 Teruel;Hombres;2008;849
44 Teruel;Hombres;2007;919
44 Teruel;Hombres;2006;879
44 Teruel;Hombres;2005;926
44 Teruel;Hombres;2004;875
44 Teruel;Hombres;2003;916
44 Teruel;Hombres;2002;902
44 Teruel;Hombres;2001;865
44 Teruel;Hombres;2000;910
44 Teruel;Hombres;1999;919
44 Teruel;Hombres;1998;943
44 Teruel;Hombres;1997;961
44 Teruel;Hombres;1996;842
44 Teruel;Hombres;1995;908
44 Teruel;Hombres;1994;868
44 Teruel;Hombres;1993;903
44 Teruel;Hombres;1992;874
44 Teruel;Hombres;1991;891
44 Teruel;Hombres;1990;823
44 Teruel;Hombres;1989;864
44 Teruel;Hombres;1988;813
44 Teruel;Hombres;1987;849
44 Teruel;Hombres;1986;877
44 Teruel;Hombres;1985;887
44 Teruel;Hombres;1984;928
44 Teruel;Hombres;1983;901
44 Teruel;Hombres;1982;861
44 Teruel;Hombres;1981;934
44 Teruel;Hombres;1980;866
44 Teruel;Hombres;1979;904
44 Teruel;Hombres;1978;883
44 Teruel;Hombres;1977;928
44 Teruel;Hombres;1976;954
44 Teruel;Hombres;1975;994
44 Teruel;Mujeres;2018;840
44 Teruel;Mujeres;2017;806
44 Teruel;Mujeres;2016;768
44 Teruel;Mujeres;2015;853
44 Teruel;Mujeres;2014;790
44 Teruel;Mujeres;2013;782
44 Teruel;Mujeres;2012;809
44 Teruel;Mujeres;2011;792
44 Teruel;Mujeres;2010;744
44 Teruel;Mujeres;2009;815
44 Teruel;Mujeres;2008;804
44 Teruel;Mujeres;2007;771
44 Teruel;Mujeres;2006;792
44 Teruel;Mujeres;2005;812
44 Teruel;Mujeres;2004;760
44 Teruel;Mujeres;2003;852
44 Teruel;Mujeres;2002;780
44 Teruel;Mujeres;2001;767
44 Teruel;Mujeres;2000;769
44 Teruel;Mujeres;1999;867
44 Teruel;Mujeres;1998;859
44 Teruel;Mujeres;1997;871
44 Teruel;Mujeres;1996;825
44 Teruel;Mujeres;1995;827
44 Teruel;Mujeres;1994;839
44 Teruel;Mujeres;1993;793
44 Teruel;Mujeres;1992;758
44 Teruel;Mujeres;1991;837
44 Teruel;Mujeres;1990;747
44 Teruel;Mujeres;1989;754
44 Teruel;Mujeres;1988;749
44 Teruel;Mujeres;1987;711
44 Teruel;Mujeres;1986;829
44 Teruel;Mujeres;1985;791
44 Teruel;Mujeres;1984;830
44 Teruel;Mujeres;1983;801
44 Teruel;Mujeres;1982;710
44 Teruel;Mujeres;1981;708
44 Teruel;Mujeres;1980;790
44 Teruel;Mujeres;1979;750
44 Teruel;Mujeres;1978;828
44 Teruel;Mujeres;1977;849
44 Teruel;Mujeres;1976;871
44 Teruel;Mujeres;1975;847
45 Toledo;Total;2018;6.255
45 Toledo;Total;2017;6.470
45 Toledo;Total;2016;5.928
45 Toledo;Total;2015;5.969
45 Toledo;Total;2014;5.501
45 Toledo;Total;2013;5.499
45 Toledo;Total;2012;5.668
45 Toledo;Total;2011;5.472
45 Toledo;Total;2010;5.407
45 Toledo;Total;2009;5.463
45 Toledo;Total;2008;5.516
45 Toledo;Total;2007;5.668
45 Toledo;Total;2006;5.227
45 Toledo;Total;2005;5.521
45 Toledo;Total;2004;5.334
45 Toledo;Total;2003;5.497
45 Toledo;Total;2002;5.307
45 Toledo;Total;2001;5.437
45 Toledo;Total;2000;5.108
45 Toledo;Total;1999;5.367
45 Toledo;Total;1998;5.097
45 Toledo;Total;1997;4.918
45 Toledo;Total;1996;5.057
45 Toledo;Total;1995;4.917
45 Toledo;Total;1994;4.754
45 Toledo;Total;1993;4.808
45 Toledo;Total;1992;4.732
45 Toledo;Total;1991;4.533
45 Toledo;Total;1990;4.612
45 Toledo;Total;1989;4.651
45 Toledo;Total;1988;4.333
45 Toledo;Total;1987;4.361
45 Toledo;Total;1986;4.293
45 Toledo;Total;1985;4.555
45 Toledo;Total;1984;4.246
45 Toledo;Total;1983;4.343
45 Toledo;Total;1982;3.964
45 Toledo;Total;1981;4.212
45 Toledo;Total;1980;4.221
45 Toledo;Total;1979;4.222
45 Toledo;Total;1978;4.262
45 Toledo;Total;1977;4.153
45 Toledo;Total;1976;4.328
45 Toledo;Total;1975;4.279
45 Toledo;Hombres;2018;3.225
45 Toledo;Hombres;2017;3.311
45 Toledo;Hombres;2016;3.061
45 Toledo;Hombres;2015;3.066
45 Toledo;Hombres;2014;2.822
45 Toledo;Hombres;2013;2.865
45 Toledo;Hombres;2012;2.983
45 Toledo;Hombres;2011;2.822
45 Toledo;Hombres;2010;2.784
45 Toledo;Hombres;2009;2.839
45 Toledo;Hombres;2008;2.973
45 Toledo;Hombres;2007;2.915
45 Toledo;Hombres;2006;2.710
45 Toledo;Hombres;2005;2.880
45 Toledo;Hombres;2004;2.760
45 Toledo;Hombres;2003;2.844
45 Toledo;Hombres;2002;2.726
45 Toledo;Hombres;2001;2.828
45 Toledo;Hombres;2000;2.628
45 Toledo;Hombres;1999;2.790
45 Toledo;Hombres;1998;2.588
45 Toledo;Hombres;1997;2.568
45 Toledo;Hombres;1996;2.628
45 Toledo;Hombres;1995;2.568
45 Toledo;Hombres;1994;2.497
45 Toledo;Hombres;1993;2.514
45 Toledo;Hombres;1992;2.464
45 Toledo;Hombres;1991;2.421
45 Toledo;Hombres;1990;2.421
45 Toledo;Hombres;1989;2.415
45 Toledo;Hombres;1988;2.288
45 Toledo;Hombres;1987;2.234
45 Toledo;Hombres;1986;2.259
45 Toledo;Hombres;1985;2.282
45 Toledo;Hombres;1984;2.185
45 Toledo;Hombres;1983;2.201
45 Toledo;Hombres;1982;2.011
45 Toledo;Hombres;1981;2.160
45 Toledo;Hombres;1980;2.142
45 Toledo;Hombres;1979;2.093
45 Toledo;Hombres;1978;2.169
45 Toledo;Hombres;1977;2.056
45 Toledo;Hombres;1976;2.224
45 Toledo;Hombres;1975;2.197
45 Toledo;Mujeres;2018;3.030
45 Toledo;Mujeres;2017;3.159
45 Toledo;Mujeres;2016;2.867
45 Toledo;Mujeres;2015;2.903
45 Toledo;Mujeres;2014;2.679
45 Toledo;Mujeres;2013;2.634
45 Toledo;Mujeres;2012;2.685
45 Toledo;Mujeres;2011;2.650
45 Toledo;Mujeres;2010;2.623
45 Toledo;Mujeres;2009;2.624
45 Toledo;Mujeres;2008;2.543
45 Toledo;Mujeres;2007;2.753
45 Toledo;Mujeres;2006;2.517
45 Toledo;Mujeres;2005;2.641
45 Toledo;Mujeres;2004;2.574
45 Toledo;Mujeres;2003;2.653
45 Toledo;Mujeres;2002;2.581
45 Toledo;Mujeres;2001;2.609
45 Toledo;Mujeres;2000;2.480
45 Toledo;Mujeres;1999;2.577
45 Toledo;Mujeres;1998;2.509
45 Toledo;Mujeres;1997;2.350
45 Toledo;Mujeres;1996;2.429
45 Toledo;Mujeres;1995;2.349
45 Toledo;Mujeres;1994;2.257
45 Toledo;Mujeres;1993;2.294
45 Toledo;Mujeres;1992;2.268
45 Toledo;Mujeres;1991;2.112
45 Toledo;Mujeres;1990;2.191
45 Toledo;Mujeres;1989;2.236
45 Toledo;Mujeres;1988;2.045
45 Toledo;Mujeres;1987;2.127
45 Toledo;Mujeres;1986;2.034
45 Toledo;Mujeres;1985;2.273
45 Toledo;Mujeres;1984;2.061
45 Toledo;Mujeres;1983;2.142
45 Toledo;Mujeres;1982;1.953
45 Toledo;Mujeres;1981;2.052
45 Toledo;Mujeres;1980;2.079
45 Toledo;Mujeres;1979;2.129
45 Toledo;Mujeres;1978;2.093
45 Toledo;Mujeres;1977;2.097
45 Toledo;Mujeres;1976;2.104
45 Toledo;Mujeres;1975;2.082
46 Valencia/València;Total;2018;23.465
46 Valencia/València;Total;2017;23.537
46 Valencia/València;Total;2016;22.403
46 Valencia/València;Total;2015;23.116
46 Valencia/València;Total;2014;21.637
46 Valencia/València;Total;2013;21.007
46 Valencia/València;Total;2012;22.113
46 Valencia/València;Total;2011;21.575
46 Valencia/València;Total;2010;21.299
46 Valencia/València;Total;2009;21.373
46 Valencia/València;Total;2008;21.236
46 Valencia/València;Total;2007;21.395
46 Valencia/València;Total;2006;20.562
46 Valencia/València;Total;2005;21.683
46 Valencia/València;Total;2004;20.618
46 Valencia/València;Total;2003;21.684
46 Valencia/València;Total;2002;20.677
46 Valencia/València;Total;2001;20.018
46 Valencia/València;Total;2000;19.967
46 Valencia/València;Total;1999;21.077
46 Valencia/València;Total;1998;20.003
46 Valencia/València;Total;1997;20.177
46 Valencia/València;Total;1996;20.095
46 Valencia/València;Total;1995;19.226
46 Valencia/València;Total;1994;19.767
46 Valencia/València;Total;1993;19.286
46 Valencia/València;Total;1992;19.280
46 Valencia/València;Total;1991;19.212
46 Valencia/València;Total;1990;18.793
46 Valencia/València;Total;1989;19.186
46 Valencia/València;Total;1988;18.845
46 Valencia/València;Total;1987;18.108
46 Valencia/València;Total;1986;17.933
46 Valencia/València;Total;1985;18.104
46 Valencia/València;Total;1984;17.151
46 Valencia/València;Total;1983;17.725
46 Valencia/València;Total;1982;17.234
46 Valencia/València;Total;1981;17.570
46 Valencia/València;Total;1980;17.605
46 Valencia/València;Total;1979;17.551
46 Valencia/València;Total;1978;17.905
46 Valencia/València;Total;1977;17.350
46 Valencia/València;Total;1976;17.420
46 Valencia/València;Total;1975;17.615
46 Valencia/València;Hombres;2018;11.701
46 Valencia/València;Hombres;2017;11.851
46 Valencia/València;Hombres;2016;11.344
46 Valencia/València;Hombres;2015;11.683
46 Valencia/València;Hombres;2014;10.833
46 Valencia/València;Hombres;2013;10.605
46 Valencia/València;Hombres;2012;11.133
46 Valencia/València;Hombres;2011;11.101
46 Valencia/València;Hombres;2010;11.050
46 Valencia/València;Hombres;2009;10.985
46 Valencia/València;Hombres;2008;10.785
46 Valencia/València;Hombres;2007;11.024
46 Valencia/València;Hombres;2006;10.628
46 Valencia/València;Hombres;2005;11.113
46 Valencia/València;Hombres;2004;10.703
46 Valencia/València;Hombres;2003;11.256
46 Valencia/València;Hombres;2002;10.895
46 Valencia/València;Hombres;2001;10.342
46 Valencia/València;Hombres;2000;10.375
46 Valencia/València;Hombres;1999;10.993
46 Valencia/València;Hombres;1998;10.540
46 Valencia/València;Hombres;1997;10.708
46 Valencia/València;Hombres;1996;10.727
46 Valencia/València;Hombres;1995;10.068
46 Valencia/València;Hombres;1994;10.475
46 Valencia/València;Hombres;1993;10.103
46 Valencia/València;Hombres;1992;10.306
46 Valencia/València;Hombres;1991;10.165
46 Valencia/València;Hombres;1990;9.862
46 Valencia/València;Hombres;1989;10.063
46 Valencia/València;Hombres;1988;9.904
46 Valencia/València;Hombres;1987;9.424
46 Valencia/València;Hombres;1986;9.276
46 Valencia/València;Hombres;1985;9.562
46 Valencia/València;Hombres;1984;8.966
46 Valencia/València;Hombres;1983;9.221
46 Valencia/València;Hombres;1982;8.930
46 Valencia/València;Hombres;1981;9.100
46 Valencia/València;Hombres;1980;9.170
46 Valencia/València;Hombres;1979;9.164
46 Valencia/València;Hombres;1978;9.364
46 Valencia/València;Hombres;1977;9.025
46 Valencia/València;Hombres;1976;9.128
46 Valencia/València;Hombres;1975;9.114
46 Valencia/València;Mujeres;2018;11.764
46 Valencia/València;Mujeres;2017;11.686
46 Valencia/València;Mujeres;2016;11.059
46 Valencia/València;Mujeres;2015;11.433
46 Valencia/València;Mujeres;2014;10.804
46 Valencia/València;Mujeres;2013;10.402
46 Valencia/València;Mujeres;2012;10.980
46 Valencia/València;Mujeres;2011;10.474
46 Valencia/València;Mujeres;2010;10.249
46 Valencia/València;Mujeres;2009;10.388
46 Valencia/València;Mujeres;2008;10.451
46 Valencia/València;Mujeres;2007;10.371
46 Valencia/València;Mujeres;2006;9.934
46 Valencia/València;Mujeres;2005;10.570
46 Valencia/València;Mujeres;2004;9.915
46 Valencia/València;Mujeres;2003;10.428
46 Valencia/València;Mujeres;2002;9.782
46 Valencia/València;Mujeres;2001;9.676
46 Valencia/València;Mujeres;2000;9.592
46 Valencia/València;Mujeres;1999;10.084
46 Valencia/València;Mujeres;1998;9.463
46 Valencia/València;Mujeres;1997;9.469
46 Valencia/València;Mujeres;1996;9.368
46 Valencia/València;Mujeres;1995;9.158
46 Valencia/València;Mujeres;1994;9.292
46 Valencia/València;Mujeres;1993;9.183
46 Valencia/València;Mujeres;1992;8.974
46 Valencia/València;Mujeres;1991;9.047
46 Valencia/València;Mujeres;1990;8.931
46 Valencia/València;Mujeres;1989;9.123
46 Valencia/València;Mujeres;1988;8.941
46 Valencia/València;Mujeres;1987;8.684
46 Valencia/València;Mujeres;1986;8.657
46 Valencia/València;Mujeres;1985;8.542
46 Valencia/València;Mujeres;1984;8.185
46 Valencia/València;Mujeres;1983;8.504
46 Valencia/València;Mujeres;1982;8.304
46 Valencia/València;Mujeres;1981;8.470
46 Valencia/València;Mujeres;1980;8.435
46 Valencia/València;Mujeres;1979;8.387
46 Valencia/València;Mujeres;1978;8.541
46 Valencia/València;Mujeres;1977;8.325
46 Valencia/València;Mujeres;1976;8.292
46 Valencia/València;Mujeres;1975;8.501
47 Valladolid;Total;2018;5.079
47 Valladolid;Total;2017;4.995
47 Valladolid;Total;2016;4.834
47 Valladolid;Total;2015;5.194
47 Valladolid;Total;2014;4.621
47 Valladolid;Total;2013;4.585
47 Valladolid;Total;2012;4.766
47 Valladolid;Total;2011;4.592
47 Valladolid;Total;2010;4.663
47 Valladolid;Total;2009;4.566
47 Valladolid;Total;2008;4.642
47 Valladolid;Total;2007;4.511
47 Valladolid;Total;2006;4.448
47 Valladolid;Total;2005;4.580
47 Valladolid;Total;2004;4.482
47 Valladolid;Total;2003;4.485
47 Valladolid;Total;2002;4.403
47 Valladolid;Total;2001;4.213
47 Valladolid;Total;2000;4.264
47 Valladolid;Total;1999;4.255
47 Valladolid;Total;1998;4.257
47 Valladolid;Total;1997;4.049
47 Valladolid;Total;1996;4.040
47 Valladolid;Total;1995;4.015
47 Valladolid;Total;1994;3.886
47 Valladolid;Total;1993;3.879
47 Valladolid;Total;1992;3.830
47 Valladolid;Total;1991;3.868
47 Valladolid;Total;1990;3.636
47 Valladolid;Total;1989;3.538
47 Valladolid;Total;1988;3.510
47 Valladolid;Total;1987;3.400
47 Valladolid;Total;1986;3.141
47 Valladolid;Total;1985;3.190
47 Valladolid;Total;1984;3.075
47 Valladolid;Total;1983;2.970
47 Valladolid;Total;1982;2.792
47 Valladolid;Total;1981;2.847
47 Valladolid;Total;1980;2.910
47 Valladolid;Total;1979;2.986
47 Valladolid;Total;1978;3.168
47 Valladolid;Total;1977;3.289
47 Valladolid;Total;1976;3.311
47 Valladolid;Total;1975;3.199
47 Valladolid;Hombres;2018;2.514
47 Valladolid;Hombres;2017;2.523
47 Valladolid;Hombres;2016;2.439
47 Valladolid;Hombres;2015;2.614
47 Valladolid;Hombres;2014;2.371
47 Valladolid;Hombres;2013;2.326
47 Valladolid;Hombres;2012;2.442
47 Valladolid;Hombres;2011;2.389
47 Valladolid;Hombres;2010;2.435
47 Valladolid;Hombres;2009;2.247
47 Valladolid;Hombres;2008;2.389
47 Valladolid;Hombres;2007;2.358
47 Valladolid;Hombres;2006;2.299
47 Valladolid;Hombres;2005;2.345
47 Valladolid;Hombres;2004;2.365
47 Valladolid;Hombres;2003;2.376
47 Valladolid;Hombres;2002;2.311
47 Valladolid;Hombres;2001;2.258
47 Valladolid;Hombres;2000;2.272
47 Valladolid;Hombres;1999;2.287
47 Valladolid;Hombres;1998;2.265
