Comunidades y Ciudades Autónomas;Periodo;Total
01 Andalucía;1976M10;3.526
01 Andalucía;1976M09;3.252
01 Andalucía;1976M08;3.906
01 Andalucía;1976M07;3.883
01 Andalucía;1976M06;3.650
01 Andalucía;1976M05;4.302
01 Andalucía;1976M04;4.774
01 Andalucía;1976M03;4.840
01 Andalucía;1976M02;4.848
01 Andalucía;1976M01;5.493
01 Andalucía;1975M12;4.986
01 Andalucía;1975M11;3.936
01 Andalucía;1975M10;3.615
01 Andalucía;1975M09;3.343
01 Andalucía;1975M08;3.898
01 Andalucía;1975M07;4.268
01 Andalucía;1975M06;3.678
01 Andalucía;1975M05;3.821
01 Andalucía;1975M04;4.119
01 Andalucía;1975M03;4.541
01 Andalucía;1975M02;4.131
01 Andalucía;1975M01;5.673
02 Aragón;2018M12;1.254
02 Aragón;2018M11;1.128
02 Aragón;2018M10;1.123
02 Aragón;2018M09;1.019
02 Aragón;2018M08;1.136
02 Aragón;2018M07;1.116
02 Aragón;2018M06;1.067
02 Aragón;2018M05;1.105
02 Aragón;2018M04;1.112
02 Aragón;2018M03;1.282
02 Aragón;2018M02;1.259
02 Aragón;2018M01;1.499
02 Aragón;2017M12;1.303
02 Aragón;2017M11;1.145
02 Aragón;2017M10;1.074
02 Aragón;2017M09;1.005
02 Aragón;2017M08;1.069
02 Aragón;2017M07;1.075
02 Aragón;2017M06;1.086
02 Aragón;2017M05;1.148
02 Aragón;2017M04;1.051
02 Aragón;2017M03;1.179
02 Aragón;2017M02;1.275
02 Aragón;2017M01;1.798
02 Aragón;2016M12;1.307
02 Aragón;2016M11;1.110
02 Aragón;2016M10;1.037
02 Aragón;2016M09;991
02 Aragón;2016M08;1.115
02 Aragón;2016M07;1.044
02 Aragón;2016M06;1.076
02 Aragón;2016M05;1.081
02 Aragón;2016M04;1.094
02 Aragón;2016M03;1.221
02 Aragón;2016M02;1.156
02 Aragón;2016M01;1.249
02 Aragón;2015M12;1.203
02 Aragón;2015M11;1.080
02 Aragón;2015M10;1.158
02 Aragón;2015M09;1.002
02 Aragón;2015M08;1.068
02 Aragón;2015M07;1.249
02 Aragón;2015M06;1.027
02 Aragón;2015M05;1.151
02 Aragón;2015M04;1.141
02 Aragón;2015M03;1.340
02 Aragón;2015M02;1.420
02 Aragón;2015M01;1.500
02 Aragón;2014M12;1.267
02 Aragón;2014M11;1.111
02 Aragón;2014M10;1.146
02 Aragón;2014M09;936
02 Aragón;2014M08;1.093
02 Aragón;2014M07;1.114
02 Aragón;2014M06;1.115
02 Aragón;2014M05;1.130
02 Aragón;2014M04;1.067
02 Aragón;2014M03;1.209
02 Aragón;2014M02;1.164
02 Aragón;2014M01;1.390
02 Aragón;2013M12;1.326
02 Aragón;2013M11;1.042
02 Aragón;2013M10;1.075
02 Aragón;2013M09;929
02 Aragón;2013M08;1.030
02 Aragón;2013M07;1.090
02 Aragón;2013M06;1.063
02 Aragón;2013M05;1.062
02 Aragón;2013M04;1.011
02 Aragón;2013M03;1.218
02 Aragón;2013M02;1.171
02 Aragón;2013M01;1.336
02 Aragón;2012M12;1.171
02 Aragón;2012M11;1.118
02 Aragón;2012M10;1.083
02 Aragón;2012M09;882
02 Aragón;2012M08;1.117
02 Aragón;2012M07;998
02 Aragón;2012M06;1.020
02 Aragón;2012M05;1.138
02 Aragón;2012M04;1.126
02 Aragón;2012M03;1.311
02 Aragón;2012M02;1.428
02 Aragón;2012M01;1.332
02 Aragón;2011M12;1.223
02 Aragón;2011M11;1.138
02 Aragón;2011M10;1.068
02 Aragón;2011M09;1.017
02 Aragón;2011M08;1.140
02 Aragón;2011M07;1.103
02 Aragón;2011M06;1.041
02 Aragón;2011M05;1.053
02 Aragón;2011M04;1.117
02 Aragón;2011M03;1.194
02 Aragón;2011M02;1.141
02 Aragón;2011M01;1.318
02 Aragón;2010M12;1.165
02 Aragón;2010M11;1.075
02 Aragón;2010M10;1.109
02 Aragón;2010M09;916
02 Aragón;2010M08;1.014
02 Aragón;2010M07;1.164
02 Aragón;2010M06;1.043
02 Aragón;2010M05;1.096
02 Aragón;2010M04;1.081
02 Aragón;2010M03;1.190
02 Aragón;2010M02;1.052
02 Aragón;2010M01;1.289
02 Aragón;2009M12;1.195
02 Aragón;2009M11;1.059
02 Aragón;2009M10;1.124
02 Aragón;2009M09;934
02 Aragón;2009M08;1.117
02 Aragón;2009M07;1.033
02 Aragón;2009M06;1.039
02 Aragón;2009M05;1.121
02 Aragón;2009M04;1.072
02 Aragón;2009M03;1.119
02 Aragón;2009M02;1.091
02 Aragón;2009M01;1.364
02 Aragón;2008M12;1.203
02 Aragón;2008M11;1.110
02 Aragón;2008M10;1.163
02 Aragón;2008M09;932
02 Aragón;2008M08;1.070
02 Aragón;2008M07;1.087
02 Aragón;2008M06;1.012
02 Aragón;2008M05;1.007
02 Aragón;2008M04;1.077
02 Aragón;2008M03;1.134
02 Aragón;2008M02;1.260
02 Aragón;2008M01;1.343
02 Aragón;2007M12;1.245
02 Aragón;2007M11;1.097
02 Aragón;2007M10;1.070
02 Aragón;2007M09;957
02 Aragón;2007M08;1.029
02 Aragón;2007M07;1.030
02 Aragón;2007M06;1.024
02 Aragón;2007M05;1.112
02 Aragón;2007M04;1.096
02 Aragón;2007M03;1.150
02 Aragón;2007M02;1.193
02 Aragón;2007M01;1.277
02 Aragón;2006M12;1.166
02 Aragón;2006M11;1.031
02 Aragón;2006M10;1.088
02 Aragón;2006M09;997
02 Aragón;2006M08;962
02 Aragón;2006M07;1.200
02 Aragón;2006M06;1.005
02 Aragón;2006M05;1.012
02 Aragón;2006M04;1.045
02 Aragón;2006M03;1.184
02 Aragón;2006M02;1.065
02 Aragón;2006M01;1.234
02 Aragón;2005M12;1.204
02 Aragón;2005M11;1.052
02 Aragón;2005M10;1.061
02 Aragón;2005M09;950
02 Aragón;2005M08;900
02 Aragón;2005M07;1.052
02 Aragón;2005M06;988
02 Aragón;2005M05;1.030
02 Aragón;2005M04;1.141
02 Aragón;2005M03;1.301
02 Aragón;2005M02;1.313
02 Aragón;2005M01;1.690
02 Aragón;2004M12;1.245
02 Aragón;2004M11;1.099
02 Aragón;2004M10;1.062
02 Aragón;2004M09;987
02 Aragón;2004M08;962
02 Aragón;2004M07;1.113
02 Aragón;2004M06;1.032
02 Aragón;2004M05;1.026
02 Aragón;2004M04;1.089
02 Aragón;2004M03;1.217
02 Aragón;2004M02;1.035
02 Aragón;2004M01;1.308
02 Aragón;2003M12;1.186
02 Aragón;2003M11;1.202
02 Aragón;2003M10;1.108
02 Aragón;2003M09;1.003
02 Aragón;2003M08;1.183
02 Aragón;2003M07;1.126
02 Aragón;2003M06;1.177
02 Aragón;2003M05;1.071
02 Aragón;2003M04;1.088
02 Aragón;2003M03;1.160
02 Aragón;2003M02;1.114
02 Aragón;2003M01;1.276
02 Aragón;2002M12;1.150
02 Aragón;2002M11;1.058
02 Aragón;2002M10;1.049
02 Aragón;2002M09;932
02 Aragón;2002M08;992
02 Aragón;2002M07;1.039
02 Aragón;2002M06;1.016
02 Aragón;2002M05;1.090
02 Aragón;2002M04;1.101
02 Aragón;2002M03;1.081
02 Aragón;2002M02;1.195
02 Aragón;2002M01;1.282
02 Aragón;2001M12;1.188
02 Aragón;2001M11;1.074
02 Aragón;2001M10;1.076
02 Aragón;2001M09;985
02 Aragón;2001M08;1.063
02 Aragón;2001M07;998
02 Aragón;2001M06;1.050
02 Aragón;2001M05;1.096
02 Aragón;2001M04;1.048
02 Aragón;2001M03;1.075
02 Aragón;2001M02;986
02 Aragón;2001M01;1.102
02 Aragón;2000M12;1.059
02 Aragón;2000M11;1.020
02 Aragón;2000M10;1.059
02 Aragón;2000M09;907
02 Aragón;2000M08;1.002
02 Aragón;2000M07;959
02 Aragón;2000M06;970
02 Aragón;2000M05;946
02 Aragón;2000M04;1.009
02 Aragón;2000M03;1.107
02 Aragón;2000M02;1.117
02 Aragón;2000M01;1.421
02 Aragón;1999M12;1.358
02 Aragón;1999M11;1.123
02 Aragón;1999M10;1.062
02 Aragón;1999M09;880
02 Aragón;1999M08;990
02 Aragón;1999M07;987
02 Aragón;1999M06;966
02 Aragón;1999M05;1.003
02 Aragón;1999M04;1.015
02 Aragón;1999M03;1.214
02 Aragón;1999M02;1.423
02 Aragón;1999M01;1.471
02 Aragón;1998M12;1.201
02 Aragón;1998M11;1.053
02 Aragón;1998M10;1.031
02 Aragón;1998M09;925
02 Aragón;1998M08;1.034
02 Aragón;1998M07;1.021
02 Aragón;1998M06;1.011
02 Aragón;1998M05;1.006
02 Aragón;1998M04;1.047
02 Aragón;1998M03;1.139
02 Aragón;1998M02;1.155
02 Aragón;1998M01;1.379
02 Aragón;1997M12;1.077
02 Aragón;1997M11;1.020
02 Aragón;1997M10;1.006
02 Aragón;1997M09;895
02 Aragón;1997M08;1.010
02 Aragón;1997M07;1.031
02 Aragón;1997M06;926
02 Aragón;1997M05;1.069
02 Aragón;1997M04;1.085
02 Aragón;1997M03;1.098
02 Aragón;1997M02;1.085
02 Aragón;1997M01;1.424
02 Aragón;1996M12;1.173
02 Aragón;1996M11;1.021
02 Aragón;1996M10;1.069
02 Aragón;1996M09;1.001
02 Aragón;1996M08;929
02 Aragón;1996M07;939
02 Aragón;1996M06;956
02 Aragón;1996M05;996
02 Aragón;1996M04;980
02 Aragón;1996M03;1.138
02 Aragón;1996M02;1.051
02 Aragón;1996M01;1.227
02 Aragón;1995M12;1.262
02 Aragón;1995M11;1.029
02 Aragón;1995M10;1.005
02 Aragón;1995M09;898
02 Aragón;1995M08;912
02 Aragón;1995M07;1.052
02 Aragón;1995M06;935
02 Aragón;1995M05;958
02 Aragón;1995M04;1.001
02 Aragón;1995M03;1.149
02 Aragón;1995M02;1.098
02 Aragón;1995M01;1.156
02 Aragón;1994M12;1.012
02 Aragón;1994M11;1.016
02 Aragón;1994M10;1.074
02 Aragón;1994M09;891
02 Aragón;1994M08;1.001
02 Aragón;1994M07;1.123
02 Aragón;1994M06;874
02 Aragón;1994M05;908
02 Aragón;1994M04;981
02 Aragón;1994M03;978
02 Aragón;1994M02;1.021
02 Aragón;1994M01;1.187
02 Aragón;1993M12;1.158
02 Aragón;1993M11;1.052
02 Aragón;1993M10;1.033
02 Aragón;1993M09;881
02 Aragón;1993M08;936
02 Aragón;1993M07;898
02 Aragón;1993M06;944
02 Aragón;1993M05;932
02 Aragón;1993M04;1.007
02 Aragón;1993M03;1.125
02 Aragón;1993M02;1.022
02 Aragón;1993M01;1.099
02 Aragón;1992M12;970
02 Aragón;1992M11;896
02 Aragón;1992M10;967
02 Aragón;1992M09;833
02 Aragón;1992M08;943
02 Aragón;1992M07;970
02 Aragón;1992M06;831
02 Aragón;1992M05;946
02 Aragón;1992M04;934
02 Aragón;1992M03;979
02 Aragón;1992M02;1.028
02 Aragón;1992M01;1.125
02 Aragón;1991M12;1.054
02 Aragón;1991M11;1.052
02 Aragón;1991M10;1.027
02 Aragón;1991M09;850
02 Aragón;1991M08;984
02 Aragón;1991M07;943
02 Aragón;1991M06;885
02 Aragón;1991M05;988
02 Aragón;1991M04;986
02 Aragón;1991M03;1.039
02 Aragón;1991M02;1.059
02 Aragón;1991M01;1.116
02 Aragón;1990M12;1.084
02 Aragón;1990M11;882
02 Aragón;1990M10;838
02 Aragón;1990M09;844
02 Aragón;1990M08;950
02 Aragón;1990M07;1.028
02 Aragón;1990M06;884
02 Aragón;1990M05;912
02 Aragón;1990M04;977
02 Aragón;1990M03;1.044
02 Aragón;1990M02;1.052
02 Aragón;1990M01;1.143
02 Aragón;1989M12;965
02 Aragón;1989M11;1.012
02 Aragón;1989M10;885
02 Aragón;1989M09;856
02 Aragón;1989M08;957
02 Aragón;1989M07;918
02 Aragón;1989M06;948
02 Aragón;1989M05;936
02 Aragón;1989M04;927
02 Aragón;1989M03;1.018
02 Aragón;1989M02;1.006
02 Aragón;1989M01;1.179
02 Aragón;1988M12;1.122
02 Aragón;1988M11;962
02 Aragón;1988M10;926
02 Aragón;1988M09;893
02 Aragón;1988M08;919
02 Aragón;1988M07;846
02 Aragón;1988M06;866
02 Aragón;1988M05;882
02 Aragón;1988M04;910
02 Aragón;1988M03;1.014
02 Aragón;1988M02;959
02 Aragón;1988M01;1.008
02 Aragón;1987M12;1.020
02 Aragón;1987M11;875
02 Aragón;1987M10;931
02 Aragón;1987M09;838
02 Aragón;1987M08;992
02 Aragón;1987M07;977
02 Aragón;1987M06;858
02 Aragón;1987M05;863
02 Aragón;1987M04;867
02 Aragón;1987M03;938
02 Aragón;1987M02;856
02 Aragón;1987M01;1.068
02 Aragón;1986M12;1.019
02 Aragón;1986M11;991
02 Aragón;1986M10;872
02 Aragón;1986M09;791
02 Aragón;1986M08;893
02 Aragón;1986M07;820
02 Aragón;1986M06;858
02 Aragón;1986M05;939
02 Aragón;1986M04;979
02 Aragón;1986M03;958
02 Aragón;1986M02;992
02 Aragón;1986M01;1.355
02 Aragón;1985M12;1.211
02 Aragón;1985M11;1.041
02 Aragón;1985M10;893
02 Aragón;1985M09;799
02 Aragón;1985M08;863
02 Aragón;1985M07;898
02 Aragón;1985M06;843
02 Aragón;1985M05;905
02 Aragón;1985M04;949
02 Aragón;1985M03;1.080
02 Aragón;1985M02;914
02 Aragón;1985M01;1.094
02 Aragón;1984M12;1.019
02 Aragón;1984M11;931
02 Aragón;1984M10;952
02 Aragón;1984M09;811
02 Aragón;1984M08;840
02 Aragón;1984M07;892
02 Aragón;1984M06;887
02 Aragón;1984M05;885
02 Aragón;1984M04;964
02 Aragón;1984M03;1.141
02 Aragón;1984M02;873
02 Aragón;1984M01;987
02 Aragón;1983M12;999
02 Aragón;1983M11;878
02 Aragón;1983M10;777
02 Aragón;1983M09;757
02 Aragón;1983M08;725
02 Aragón;1983M07;911
02 Aragón;1983M06;835
02 Aragón;1983M05;772
02 Aragón;1983M04;853
02 Aragón;1983M03;966
02 Aragón;1983M02;1.120
02 Aragón;1983M01;1.205
02 Aragón;1982M12;962
02 Aragón;1982M11;851
02 Aragón;1982M10;821
02 Aragón;1982M09;680
02 Aragón;1982M08;798
02 Aragón;1982M07;940
02 Aragón;1982M06;727
02 Aragón;1982M05;830
02 Aragón;1982M04;758
02 Aragón;1982M03;870
02 Aragón;1982M02;888
02 Aragón;1982M01;884
02 Aragón;1981M12;950
02 Aragón;1981M11;865
02 Aragón;1981M10;771
02 Aragón;1981M09;615
02 Aragón;1981M08;754
02 Aragón;1981M07;729
02 Aragón;1981M06;858
02 Aragón;1981M05;794
02 Aragón;1981M04;725
02 Aragón;1981M03;939
02 Aragón;1981M02;909
02 Aragón;1981M01;1.283
02 Aragón;1980M12;1.104
02 Aragón;1980M11;899
02 Aragón;1980M10;845
02 Aragón;1980M09;752
02 Aragón;1980M08;847
02 Aragón;1980M07;828
02 Aragón;1980M06;724
02 Aragón;1980M05;802
02 Aragón;1980M04;823
02 Aragón;1980M03;865
02 Aragón;1980M02;805
02 Aragón;1980M01;1.015
02 Aragón;1979M12;969
02 Aragón;1979M11;878
02 Aragón;1979M10;847
02 Aragón;1979M09;748
02 Aragón;1979M08;769
02 Aragón;1979M07;861
02 Aragón;1979M06;753
02 Aragón;1979M05;871
02 Aragón;1979M04;861
02 Aragón;1979M03;918
02 Aragón;1979M02;880
02 Aragón;1979M01;985
02 Aragón;1978M12;1.031
02 Aragón;1978M11;903
02 Aragón;1978M10;816
02 Aragón;1978M09;710
02 Aragón;1978M08;803
02 Aragón;1978M07;890
02 Aragón;1978M06;809
02 Aragón;1978M05;902
02 Aragón;1978M04;860
02 Aragón;1978M03;911
02 Aragón;1978M02;915
02 Aragón;1978M01;998
02 Aragón;1977M12;1.011
02 Aragón;1977M11;845
02 Aragón;1977M10;772
02 Aragón;1977M09;757
02 Aragón;1977M08;819
02 Aragón;1977M07;765
02 Aragón;1977M06;802
02 Aragón;1977M05;845
02 Aragón;1977M04;1.147
02 Aragón;1977M03;993
02 Aragón;1977M02;822
02 Aragón;1977M01;975
02 Aragón;1976M12;977
02 Aragón;1976M11;906
02 Aragón;1976M10;798
02 Aragón;1976M09;789
02 Aragón;1976M08;765
02 Aragón;1976M07;831
02 Aragón;1976M06;856
02 Aragón;1976M05;875
02 Aragón;1976M04;914
02 Aragón;1976M03;1.010
02 Aragón;1976M02;954
02 Aragón;1976M01;1.119
02 Aragón;1975M12;1.023
02 Aragón;1975M11;912
02 Aragón;1975M10;873
02 Aragón;1975M09;839
02 Aragón;1975M08;847
02 Aragón;1975M07;844
02 Aragón;1975M06;848
02 Aragón;1975M05;863
02 Aragón;1975M04;914
02 Aragón;1975M03;940
02 Aragón;1975M02;879
02 Aragón;1975M01;1.451
03 Asturias, Principado de;2018M12;1.130
03 Asturias, Principado de;2018M11;1.074
03 Asturias, Principado de;2018M10;1.036
03 Asturias, Principado de;2018M09;939
03 Asturias, Principado de;2018M08;999
03 Asturias, Principado de;2018M07;1.022
03 Asturias, Principado de;2018M06;1.009
03 Asturias, Principado de;2018M05;1.032
03 Asturias, Principado de;2018M04;1.125
03 Asturias, Principado de;2018M03;1.211
03 Asturias, Principado de;2018M02;1.173
03 Asturias, Principado de;2018M01;1.488
03 Asturias, Principado de;2017M12;1.329
03 Asturias, Principado de;2017M11;1.031
03 Asturias, Principado de;2017M10;1.024
03 Asturias, Principado de;2017M09;934
03 Asturias, Principado de;2017M08;1.028
03 Asturias, Principado de;2017M07;980
03 Asturias, Principado de;2017M06;939
03 Asturias, Principado de;2017M05;1.032
03 Asturias, Principado de;2017M04;981
03 Asturias, Principado de;2017M03;1.153
03 Asturias, Principado de;2017M02;1.126
03 Asturias, Principado de;2017M01;1.595
03 Asturias, Principado de;2016M12;1.450
03 Asturias, Principado de;2016M11;1.103
03 Asturias, Principado de;2016M10;1.004
03 Asturias, Principado de;2016M09;924
03 Asturias, Principado de;2016M08;1.000
03 Asturias, Principado de;2016M07;1.023
03 Asturias, Principado de;2016M06;974
03 Asturias, Principado de;2016M05;1.093
03 Asturias, Principado de;2016M04;1.094
03 Asturias, Principado de;2016M03;1.153
03 Asturias, Principado de;2016M02;1.116
03 Asturias, Principado de;2016M01;1.270
03 Asturias, Principado de;2015M12;1.196
03 Asturias, Principado de;2015M11;1.046
03 Asturias, Principado de;2015M10;1.069
03 Asturias, Principado de;2015M09;907
03 Asturias, Principado de;2015M08;975
03 Asturias, Principado de;2015M07;1.076
03 Asturias, Principado de;2015M06;998
03 Asturias, Principado de;2015M05;1.072
03 Asturias, Principado de;2015M04;1.115
03 Asturias, Principado de;2015M03;1.192
03 Asturias, Principado de;2015M02;1.392
03 Asturias, Principado de;2015M01;1.512
03 Asturias, Principado de;2014M12;1.206
03 Asturias, Principado de;2014M11;1.093
03 Asturias, Principado de;2014M10;1.008
03 Asturias, Principado de;2014M09;1.005
03 Asturias, Principado de;2014M08;1.003
03 Asturias, Principado de;2014M07;1.000
03 Asturias, Principado de;2014M06;980
03 Asturias, Principado de;2014M05;1.027
03 Asturias, Principado de;2014M04;986
03 Asturias, Principado de;2014M03;1.136
03 Asturias, Principado de;2014M02;1.103
03 Asturias, Principado de;2014M01;1.265
03 Asturias, Principado de;2013M12;1.197
03 Asturias, Principado de;2013M11;1.053
03 Asturias, Principado de;2013M10;1.008
03 Asturias, Principado de;2013M09;982
03 Asturias, Principado de;2013M08;929
03 Asturias, Principado de;2013M07;1.061
03 Asturias, Principado de;2013M06;976
03 Asturias, Principado de;2013M05;1.051
03 Asturias, Principado de;2013M04;1.004
03 Asturias, Principado de;2013M03;1.152
03 Asturias, Principado de;2013M02;1.094
03 Asturias, Principado de;2013M01;1.215
03 Asturias, Principado de;2012M12;1.133
03 Asturias, Principado de;2012M11;1.092
03 Asturias, Principado de;2012M10;981
03 Asturias, Principado de;2012M09;967
03 Asturias, Principado de;2012M08;1.008
03 Asturias, Principado de;2012M07;998
03 Asturias, Principado de;2012M06;934
03 Asturias, Principado de;2012M05;1.107
03 Asturias, Principado de;2012M04;1.108
03 Asturias, Principado de;2012M03;1.187
03 Asturias, Principado de;2012M02;1.341
03 Asturias, Principado de;2012M01;1.295
03 Asturias, Principado de;2011M12;1.189
03 Asturias, Principado de;2011M11;1.027
03 Asturias, Principado de;2011M10;1.069
03 Asturias, Principado de;2011M09;953
03 Asturias, Principado de;2011M08;1.032
03 Asturias, Principado de;2011M07;1.019
03 Asturias, Principado de;2011M06;1.059
03 Asturias, Principado de;2011M05;962
03 Asturias, Principado de;2011M04;978
03 Asturias, Principado de;2011M03;1.037
03 Asturias, Principado de;2011M02;1.098
03 Asturias, Principado de;2011M01;1.255
03 Asturias, Principado de;2010M12;1.185
03 Asturias, Principado de;2010M11;1.065
03 Asturias, Principado de;2010M10;1.047
03 Asturias, Principado de;2010M09;919
03 Asturias, Principado de;2010M08;992
03 Asturias, Principado de;2010M07;990
03 Asturias, Principado de;2010M06;961
03 Asturias, Principado de;2010M05;1.093
03 Asturias, Principado de;2010M04;1.033
03 Asturias, Principado de;2010M03;1.157
03 Asturias, Principado de;2010M02;1.078
03 Asturias, Principado de;2010M01;1.205
03 Asturias, Principado de;2009M12;1.233
03 Asturias, Principado de;2009M11;1.116
03 Asturias, Principado de;2009M10;1.022
03 Asturias, Principado de;2009M09;905
03 Asturias, Principado de;2009M08;911
03 Asturias, Principado de;2009M07;975
03 Asturias, Principado de;2009M06;958
03 Asturias, Principado de;2009M05;993
03 Asturias, Principado de;2009M04;1.114
03 Asturias, Principado de;2009M03;1.042
03 Asturias, Principado de;2009M02;1.066
03 Asturias, Principado de;2009M01;1.424
03 Asturias, Principado de;2008M12;1.245
03 Asturias, Principado de;2008M11;1.083
03 Asturias, Principado de;2008M10;1.022
03 Asturias, Principado de;2008M09;906
03 Asturias, Principado de;2008M08;955
03 Asturias, Principado de;2008M07;1.028
03 Asturias, Principado de;2008M06;928
03 Asturias, Principado de;2008M05;995
03 Asturias, Principado de;2008M04;1.042
03 Asturias, Principado de;2008M03;1.146
03 Asturias, Principado de;2008M02;1.146
03 Asturias, Principado de;2008M01;1.245
03 Asturias, Principado de;2007M12;1.217
03 Asturias, Principado de;2007M11;1.077
03 Asturias, Principado de;2007M10;1.000
03 Asturias, Principado de;2007M09;898
03 Asturias, Principado de;2007M08;962
03 Asturias, Principado de;2007M07;990
03 Asturias, Principado de;2007M06;958
03 Asturias, Principado de;2007M05;1.042
03 Asturias, Principado de;2007M04;1.079
03 Asturias, Principado de;2007M03;1.104
03 Asturias, Principado de;2007M02;1.137
03 Asturias, Principado de;2007M01;1.203
03 Asturias, Principado de;2006M12;1.196
03 Asturias, Principado de;2006M11;1.009
03 Asturias, Principado de;2006M10;950
03 Asturias, Principado de;2006M09;917
03 Asturias, Principado de;2006M08;924
03 Asturias, Principado de;2006M07;1.048
03 Asturias, Principado de;2006M06;924
03 Asturias, Principado de;2006M05;1.020
03 Asturias, Principado de;2006M04;971
03 Asturias, Principado de;2006M03;1.140
03 Asturias, Principado de;2006M02;1.103
03 Asturias, Principado de;2006M01;1.140
03 Asturias, Principado de;2005M12;1.083
03 Asturias, Principado de;2005M11;938
03 Asturias, Principado de;2005M10;991
03 Asturias, Principado de;2005M09;838
03 Asturias, Principado de;2005M08;949
03 Asturias, Principado de;2005M07;983
